user_id,timestamp
299,1:00:32
583,1:00:41
643,1:00:50
24,1:01:08
343,1:01:12
343,1:01:20
736,1:01:31
481,1:01:45
186,1:01:50
343,1:01:57
536,1:01:59
536,1:02:12
253,1:02:21
343,1:02:39
770,1:02:45
136,1:02:45
28,1:02:53
459,1:02:53
882,1:02:54
493,1:03:02
343,1:03:05
916,1:03:09
215,1:03:15
234,1:03:17
26,1:03:34
341,1:03:51
527,1:03:57
655,1:04:15
592,1:04:18
720,1:04:23
202,1:04:29
536,1:04:29
470,1:04:51
115,1:04:56
869,1:05:02
563,1:05:17
210,1:05:19
194,1:05:27
334,1:05:32
736,1:05:37
564,1:05:43
748,1:06:21
412,1:06:24
612,1:06:31
543,1:06:33
316,1:06:35
512,1:06:41
273,1:06:51
279,1:06:58
770,1:07:12
388,1:07:17
635,1:07:22
136,1:07:36
553,1:07:37
780,1:07:37
886,1:07:40
403,1:07:51
343,1:07:51
202,1:08:03
720,1:08:17
136,1:08:30
414,1:08:31
477,1:08:47
805,1:08:48
736,1:08:51
311,1:08:57
994,1:08:59
188,1:09:04
665,1:09:12
748,1:09:17
770,1:09:20
15,1:09:29
343,1:09:29
136,1:09:39
136,1:09:51
215,1:10:06
174,1:10:08
882,1:10:33
194,1:10:37
602,1:10:53
461,1:11:12
171,1:11:24
292,1:11:24
656,1:11:29
922,1:11:37
805,1:11:43
66,1:11:50
805,1:11:57
524,1:11:59
63,1:12:00
563,1:12:04
536,1:12:05
343,1:12:07
437,1:12:08
320,1:12:12
63,1:12:18
343,1:12:33
215,1:12:42
403,1:12:47
969,1:13:35
168,1:13:39
688,1:13:52
872,1:14:04
889,1:14:13
186,1:14:14
336,1:14:22
136,1:14:22
351,1:14:34
253,1:14:35
614,1:14:35
731,1:14:51
202,1:14:59
974,1:15:01
176,1:15:10
194,1:15:16
736,1:15:29
647,1:15:39
916,1:15:42
449,1:15:53
527,1:15:54
614,1:16:01
818,1:16:21
360,1:16:23
343,1:16:24
66,1:16:29
561,1:16:33
480,1:16:56
351,1:17:01
405,1:17:07
903,1:17:17
717,1:17:25
886,1:17:49
953,1:17:50
564,1:17:55
343,1:17:58
717,1:18:04
918,1:18:13
461,1:18:31
736,1:18:51
360,1:18:58
953,1:19:03
886,1:19:09
619,1:19:14
512,1:19:22
297,1:19:25
174,1:19:36
681,1:19:42
136,1:19:58
882,1:20:06
126,1:20:26
862,1:20:27
561,1:20:30
305,1:20:30
197,1:20:37
665,1:20:39
564,1:20:41
918,1:20:50
265,1:20:56
869,1:20:59
136,1:21:08
179,1:21:20
324,1:21:43
916,1:21:56
164,1:21:57
543,1:21:57
148,1:22:00
28,1:22:01
343,1:22:01
148,1:22:08
869,1:22:11
215,1:22:12
470,1:22:20
314,1:22:41
343,1:22:41
136,1:22:49
831,1:22:51
561,1:22:53
346,1:22:54
8,1:23:16
858,1:23:18
15,1:23:22
40,1:23:45
894,1:23:56
670,1:23:59
343,1:24:10
299,1:24:20
98,1:24:22
512,1:24:29
316,1:24:48
420,1:24:56
26,1:25:06
656,1:25:32
202,1:25:54
975,1:26:00
311,1:26:05
126,1:26:07
790,1:26:07
862,1:26:22
640,1:26:40
412,1:26:44
731,1:26:50
614,1:27:03
365,1:27:09
360,1:27:22
202,1:27:23
712,1:27:25
360,1:27:41
478,1:27:44
174,1:27:49
862,1:27:52
224,1:28:41
614,1:28:49
148,1:29:01
136,1:29:01
461,1:29:17
224,1:29:29
196,1:29:30
974,1:29:41
688,1:29:43
788,1:29:46
261,1:29:50
780,1:30:00
346,1:30:17
202,1:30:35
967,1:30:39
305,1:30:43
780,1:30:46
210,1:31:15
495,1:31:32
720,1:31:42
136,1:31:51
780,1:31:57
788,1:31:59
4,1:32:06
263,1:32:07
136,1:32:08
136,1:32:11
780,1:32:28
584,1:32:32
748,1:32:35
8,1:32:35
720,1:32:46
100,1:32:53
894,1:32:56
681,1:32:58
136,1:33:00
448,1:33:20
297,1:33:36
869,1:33:49
98,1:33:55
160,1:33:56
726,1:34:10
202,1:34:31
186,1:34:45
179,1:34:51
136,1:35:02
297,1:35:03
194,1:35:15
982,1:35:16
136,1:35:19
449,1:35:24
850,1:35:48
176,1:35:48
136,1:35:50
748,1:35:52
360,1:36:03
786,1:36:12
412,1:36:18
805,1:36:18
136,1:36:33
994,1:36:43
315,1:36:47
279,1:36:48
136,1:36:49
731,1:37:32
109,1:37:46
872,1:37:47
136,1:37:49
884,1:38:08
770,1:38:12
179,1:38:16
1013,1:38:17
731,1:38:20
437,1:38:30
903,1:38:30
297,1:38:34
831,1:38:43
688,1:38:52
215,1:38:53
351,1:38:59
476,1:39:04
405,1:39:08
601,1:39:28
736,1:39:42
471,1:40:00
202,1:40:04
420,1:40:29
805,1:40:34
213,1:40:53
637,1:40:53
941,1:40:53
681,1:40:55
635,1:40:55
969,1:41:01
635,1:41:08
40,1:41:32
461,1:41:33
437,1:41:46
196,1:41:54
449,1:41:55
336,1:41:59
324,1:42:00
136,1:42:21
136,1:42:45
343,1:42:56
343,1:43:44
647,1:44:00
343,1:44:02
253,1:44:07
316,1:44:21
744,1:44:35
602,1:44:36
950,1:44:38
882,1:44:42
343,1:44:50
875,1:44:56
405,1:45:01
297,1:45:04
414,1:45:11
461,1:45:20
201,1:45:32
224,1:45:36
202,1:45:38
470,1:45:40
543,1:46:18
671,1:46:25
477,1:46:32
343,1:46:36
357,1:46:37
717,1:46:46
261,1:46:52
602,1:47:06
254,1:47:09
828,1:47:11
328,1:47:12
780,1:47:12
202,1:47:24
232,1:47:26
527,1:47:30
655,1:47:40
690,1:47:44
201,1:47:50
470,1:48:33
168,1:48:36
136,1:48:49
4,1:48:53
420,1:48:57
179,1:49:07
257,1:49:15
480,1:49:20
24,1:49:31
316,1:49:34
336,1:49:37
647,1:49:50
228,1:50:20
493,1:50:22
717,1:50:59
561,1:51:05
864,1:51:10
348,1:51:12
748,1:51:14
412,1:51:25
348,1:51:27
380,1:51:27
1013,1:51:28
805,1:51:36
916,1:51:41
477,1:51:41
207,1:51:46
790,1:51:58
210,1:52:01
975,1:52:25
875,1:52:28
201,1:52:29
590,1:52:31
186,1:52:34
553,1:52:44
614,1:52:47
602,1:52:57
480,1:53:02
519,1:53:06
343,1:53:24
875,1:53:25
726,1:53:26
171,1:53:38
207,1:53:51
345,1:53:54
98,1:54:03
561,1:54:03
215,1:54:03
253,1:54:04
265,1:54:27
770,1:54:29
543,1:54:33
202,1:54:40
343,1:54:44
343,1:54:53
188,1:55:16
967,1:55:17
717,1:55:27
647,1:55:28
805,1:55:30
360,1:55:36
179,1:55:42
982,1:55:54
207,1:55:55
512,1:56:18
561,1:57:02
437,1:57:06
253,1:57:08
386,1:57:16
361,1:57:19
982,1:57:19
194,1:57:26
480,1:57:34
903,1:57:41
785,1:58:05
343,1:58:07
136,1:58:24
160,1:58:42
171,1:58:50
527,1:58:59
527,1:59:03
315,1:59:08
136,1:59:15
232,1:59:21
336,1:59:36
78,1:59:43
493,1:59:53
7,2:00:01
805,2:00:07
858,2:00:10
136,2:00:17
420,2:00:48
894,2:01:05
136,2:01:06
748,2:01:15
176,2:01:30
994,2:01:35
950,2:01:47
726,2:01:57
360,2:01:59
176,2:02:07
492,2:02:11
603,2:02:11
160,2:02:14
394,2:02:40
974,2:02:46
26,2:02:51
512,2:02:52
526,2:02:58
869,2:03:01
864,2:03:05
412,2:03:28
536,2:03:33
26,2:03:45
529,2:03:50
343,2:03:56
748,2:04:00
403,2:04:00
202,2:04:08
437,2:04:14
136,2:04:18
26,2:04:33
561,2:04:41
301,2:04:57
136,2:05:02
399,2:05:04
884,2:05:11
414,2:05:14
168,2:05:15
301,2:05:21
527,2:05:22
1013,2:05:23
343,2:05:23
218,2:05:50
343,2:05:53
477,2:06:03
561,2:06:36
341,2:06:51
736,2:06:54
361,2:06:56
273,2:07:03
457,2:07:04
202,2:07:04
850,2:07:20
561,2:07:28
336,2:07:29
412,2:07:37
975,2:08:14
380,2:08:25
299,2:08:32
253,2:08:59
346,2:09:00
780,2:09:33
126,2:09:43
340,2:09:46
656,2:09:49
343,2:09:54
136,2:10:12
748,2:10:22
612,2:10:27
481,2:10:29
405,2:10:35
136,2:10:38
601,2:10:40
53,2:11:01
603,2:11:27
136,2:11:37
495,2:11:43
449,2:11:47
601,2:12:07
736,2:12:15
953,2:12:21
196,2:12:24
681,2:12:24
886,2:12:27
584,2:12:50
975,2:12:53
602,2:12:53
351,2:12:55
171,2:12:55
872,2:12:57
399,2:13:23
25,2:13:24
412,2:13:27
690,2:13:40
968,2:14:10
336,2:14:11
412,2:14:15
136,2:14:39
583,2:14:41
343,2:14:53
297,2:15:02
336,2:15:07
563,2:15:11
328,2:15:18
26,2:15:22
299,2:15:24
136,2:15:29
894,2:15:34
215,2:15:44
420,2:16:00
561,2:16:03
688,2:16:05
875,2:16:06
731,2:16:06
326,2:16:17
777,2:16:20
543,2:16:31
437,2:16:38
273,2:16:41
343,2:16:53
25,2:16:59
459,2:17:00
343,2:17:10
343,2:17:16
493,2:17:23
174,2:17:27
414,2:17:35
276,2:17:39
343,2:17:42
279,2:17:53
519,2:17:54
870,2:18:04
561,2:18:42
828,2:18:49
276,2:19:01
870,2:19:24
731,2:19:28
828,2:19:57
136,2:20:00
603,2:20:26
301,2:20:29
297,2:20:37
869,2:20:46
76,2:21:12
646,2:21:34
994,2:21:37
870,2:21:40
760,2:21:45
320,2:21:46
870,2:21:55
656,2:21:56
380,2:22:01
609,2:22:04
265,2:22:09
115,2:22:11
612,2:22:22
136,2:22:23
748,2:22:27
24,2:22:33
828,2:23:04
882,2:23:06
179,2:23:08
136,2:23:10
71,2:23:17
493,2:23:20
224,2:23:22
115,2:23:29
136,2:23:29
750,2:23:30
690,2:23:54
671,2:24:09
314,2:24:15
40,2:24:24
601,2:24:53
388,2:24:54
136,2:25:21
25,2:25:22
343,2:25:30
1009,2:25:47
678,2:25:54
748,2:26:17
276,2:26:22
136,2:26:31
477,2:26:38
969,2:26:49
213,2:26:52
637,2:26:52
941,2:26:52
975,2:26:53
343,2:27:08
717,2:27:22
726,2:27:46
210,2:27:48
480,2:27:57
805,2:28:07
136,2:28:13
63,2:28:16
894,2:28:24
788,2:28:38
136,2:29:14
343,2:29:27
136,2:29:32
609,2:29:40
194,2:29:50
669,2:30:00
726,2:30:07
974,2:30:08
512,2:30:09
967,2:30:11
647,2:30:18
273,2:30:48
100,2:31:07
25,2:31:30
327,2:31:35
950,2:31:42
328,2:31:51
126,2:32:05
1013,2:32:10
529,2:32:16
563,2:32:24
314,2:32:31
916,2:32:42
114,2:32:43
232,2:32:44
973,2:32:56
420,2:32:57
343,2:33:00
196,2:33:04
603,2:33:05
602,2:33:06
114,2:33:17
136,2:33:17
916,2:33:24
207,2:33:26
805,2:33:31
215,2:33:39
583,2:33:40
320,2:33:57
770,2:34:12
202,2:34:26
646,2:34:31
188,2:34:33
903,2:34:37
1009,2:34:43
681,2:34:54
343,2:35:02
394,2:35:18
808,2:35:45
647,2:35:59
731,2:35:59
953,2:36:00
780,2:36:03
655,2:36:24
66,2:36:30
471,2:36:35
420,2:36:40
655,2:37:06
736,2:37:06
736,2:37:10
549,2:37:34
719,2:37:43
536,2:37:44
678,2:38:06
457,2:38:18
814,2:38:23
314,2:38:28
188,2:38:31
561,2:38:45
76,2:38:54
875,2:39:10
736,2:39:16
215,2:39:18
215,2:39:18
437,2:39:46
345,2:39:55
279,2:40:05
973,2:40:05
207,2:40:09
603,2:40:22
492,2:40:25
174,2:40:27
632,2:40:29
646,2:40:35
632,2:40:37
297,2:40:50
760,2:40:58
519,2:41:06
903,2:41:21
971,2:41:27
265,2:41:30
736,2:41:30
263,2:41:37
459,2:41:49
171,2:41:53
916,2:42:02
681,2:42:04
196,2:42:14
210,2:42:19
950,2:42:23
126,2:42:39
10,2:42:41
100,2:42:47
982,2:43:08
875,2:43:31
748,2:43:33
603,2:43:35
136,2:43:49
603,2:43:52
277,2:43:56
218,2:44:07
8,2:44:12
360,2:44:22
254,2:44:24
380,2:44:39
973,2:44:41
744,2:44:50
114,2:45:20
365,2:45:24
19,2:45:24
736,2:45:40
394,2:45:48
731,2:45:52
818,2:45:57
26,2:46:15
324,2:46:32
277,2:46:36
343,2:46:36
114,2:46:56
967,2:46:56
28,2:47:04
115,2:47:04
213,2:47:12
637,2:47:12
941,2:47:12
493,2:47:13
743,2:47:26
136,2:47:47
643,2:47:50
743,2:47:55
103,2:48:13
334,2:48:51
780,2:48:52
953,2:48:54
805,2:49:10
478,2:49:21
136,2:49:21
328,2:49:27
903,2:49:33
186,2:49:38
457,2:49:38
875,2:49:43
360,2:49:51
786,2:49:52
40,2:49:53
448,2:50:01
536,2:50:08
875,2:50:17
328,2:50:19
228,2:50:22
136,2:50:30
655,2:50:40
975,2:50:46
805,2:51:02
414,2:51:05
973,2:51:30
25,2:51:40
437,2:51:50
655,2:51:52
602,2:51:54
665,2:52:10
974,2:52:33
346,2:52:56
808,2:52:58
655,2:53:00
277,2:53:16
341,2:53:44
28,2:53:49
420,2:53:51
26,2:54:12
916,2:54:15
136,2:54:18
1013,2:54:25
490,2:54:25
279,2:54:28
63,2:54:37
362,2:54:38
343,2:54:41
40,2:55:03
109,2:55:09
27,2:55:12
207,2:55:21
334,2:55:33
748,2:55:39
665,2:55:55
10,2:56:08
519,2:56:17
254,2:56:39
42,2:56:45
194,2:56:51
197,2:57:06
647,2:57:25
553,2:57:25
512,2:57:27
114,2:57:31
328,2:57:36
813,2:57:47
492,2:57:51
291,2:57:51
343,2:58:01
471,2:58:07
602,2:58:35
188,2:58:41
632,2:58:53
320,2:59:22
602,2:59:41
519,2:59:42
176,2:59:45
875,3:00:32
882,3:00:35
971,3:00:40
632,3:00:48
790,3:00:48
361,3:00:56
215,3:01:06
365,3:01:07
655,3:01:30
734,3:01:31
315,3:01:57
818,3:02:08
26,3:02:13
785,3:02:15
994,3:02:15
336,3:02:25
343,3:02:27
414,3:02:40
647,3:02:52
635,3:03:05
98,3:03:17
47,3:03:22
448,3:03:23
1009,3:03:30
420,3:03:37
115,3:03:40
109,3:03:42
320,3:03:47
164,3:03:50
678,3:04:06
292,3:04:07
720,3:04:15
160,3:04:29
492,3:04:31
646,3:04:32
343,3:04:32
194,3:04:38
188,3:04:48
720,3:04:52
889,3:05:02
314,3:05:10
916,3:05:14
171,3:05:29
380,3:05:42
828,3:05:47
343,3:05:51
324,3:05:58
399,3:06:00
609,3:06:07
770,3:06:18
8,3:06:29
640,3:06:34
343,3:06:55
601,3:07:03
213,3:07:03
637,3:07:03
941,3:07:03
136,3:07:07
656,3:07:12
42,3:07:14
336,3:07:17
136,3:07:25
805,3:07:26
224,3:07:35
320,3:07:36
114,3:07:37
394,3:07:40
818,3:07:44
656,3:07:51
324,3:07:56
316,3:08:00
971,3:08:01
328,3:08:13
831,3:08:22
224,3:08:28
420,3:08:36
136,3:08:39
731,3:08:42
136,3:08:48
584,3:08:57
232,3:09:02
478,3:09:09
688,3:09:15
495,3:09:16
365,3:09:16
831,3:09:19
52,3:09:28
114,3:09:28
301,3:09:31
748,3:09:33
968,3:09:33
457,3:09:38
136,3:09:41
899,3:09:52
328,3:10:22
360,3:10:24
748,3:10:32
405,3:10:57
1009,3:11:27
365,3:11:29
136,3:11:55
365,3:12:02
780,3:12:08
409,3:12:15
731,3:12:19
164,3:12:21
52,3:12:26
461,3:12:31
828,3:12:32
341,3:12:44
553,3:12:50
210,3:12:54
334,3:12:57
602,3:13:08
449,3:13:09
602,3:13:12
584,3:13:15
186,3:13:20
136,3:13:20
805,3:13:27
614,3:13:33
973,3:13:35
975,3:13:49
55,3:13:58
136,3:14:06
790,3:14:09
297,3:14:15
171,3:14:18
357,3:14:21
98,3:14:32
109,3:14:34
327,3:14:38
197,3:14:48
136,3:14:48
196,3:15:01
4,3:15:19
394,3:15:19
314,3:15:22
136,3:15:24
882,3:15:48
276,3:15:56
343,3:16:15
343,3:16:39
968,3:16:44
449,3:17:03
549,3:17:11
371,3:17:18
341,3:17:19
492,3:17:22
301,3:17:22
291,3:17:22
744,3:17:32
420,3:17:39
372,3:17:40
186,3:17:55
563,3:17:57
196,3:17:59
343,3:18:07
180,3:18:14
188,3:18:21
813,3:18:28
179,3:18:32
328,3:18:33
720,3:18:44
780,3:18:46
136,3:18:51
601,3:18:53
136,3:19:17
590,3:19:24
136,3:19:25
457,3:19:29
583,3:19:29
973,3:19:33
994,3:19:40
343,3:19:52
655,3:19:57
52,3:20:02
136,3:20:05
590,3:20:16
53,3:20:17
1009,3:20:34
743,3:20:44
188,3:20:45
115,3:20:53
743,3:20:55
345,3:21:04
519,3:21:09
543,3:21:20
526,3:21:46
449,3:21:49
899,3:21:54
136,3:22:04
632,3:22:07
191,3:22:11
736,3:22:11
495,3:22:14
253,3:22:16
967,3:22:35
136,3:22:37
19,3:22:43
291,3:22:59
188,3:23:11
348,3:23:15
726,3:23:33
136,3:23:43
678,3:23:58
327,3:24:01
553,3:24:02
780,3:24:02
4,3:24:05
583,3:24:05
160,3:24:07
583,3:24:14
640,3:24:18
808,3:24:28
179,3:24:36
343,3:24:52
713,3:25:10
975,3:25:11
712,3:25:26
875,3:25:30
671,3:25:49
967,3:25:58
341,3:26:08
66,3:26:09
512,3:26:10
603,3:26:18
512,3:26:23
731,3:26:31
277,3:26:46
343,3:26:53
831,3:27:02
950,3:27:09
719,3:27:13
297,3:27:14
584,3:27:38
126,3:27:47
733,3:27:48
420,3:27:48
76,3:27:49
872,3:27:49
336,3:27:52
736,3:28:09
529,3:28:14
53,3:28:21
635,3:28:24
974,3:28:25
265,3:28:29
477,3:28:30
449,3:28:40
640,3:28:42
186,3:29:03
813,3:29:14
632,3:29:14
953,3:29:28
186,3:29:30
603,3:29:34
449,3:29:38
713,3:29:42
299,3:29:44
273,3:29:48
889,3:30:01
136,3:30:02
399,3:30:04
26,3:30:12
457,3:30:32
365,3:31:03
643,3:31:08
512,3:31:14
808,3:31:46
449,3:32:06
808,3:32:17
228,3:32:26
471,3:32:42
635,3:32:48
292,3:32:49
772,3:32:50
712,3:33:07
324,3:33:11
609,3:33:17
971,3:33:17
348,3:33:42
808,3:33:43
361,3:33:47
736,3:34:01
470,3:34:08
974,3:34:17
614,3:34:22
7,3:34:25
253,3:34:29
831,3:34:34
720,3:34:40
334,3:34:42
136,3:34:46
875,3:35:00
343,3:35:10
164,3:35:17
477,3:35:24
713,3:35:25
115,3:35:37
886,3:35:44
969,3:35:49
27,3:35:59
543,3:36:05
975,3:36:11
994,3:36:28
736,3:36:28
314,3:36:29
495,3:36:33
136,3:36:37
136,3:36:39
780,3:36:55
98,3:36:59
614,3:37:03
760,3:37:09
882,3:37:12
66,3:37:27
254,3:37:33
971,3:37:53
780,3:37:54
171,3:38:15
713,3:38:15
449,3:38:16
186,3:38:18
635,3:38:28
371,3:38:37
590,3:38:49
519,3:38:54
916,3:39:04
656,3:39:13
612,3:39:37
659,3:39:39
28,3:39:40
160,3:39:44
828,3:39:45
448,3:39:56
982,3:40:02
805,3:40:26
343,3:40:26
343,3:40:33
343,3:40:37
882,3:40:43
603,3:40:44
493,3:40:45
950,3:40:53
380,3:40:56
733,3:41:07
136,3:41:19
448,3:41:23
343,3:41:30
136,3:41:39
805,3:41:46
28,3:42:07
176,3:42:09
549,3:42:10
98,3:42:19
524,3:42:29
777,3:42:33
805,3:42:34
726,3:42:45
186,3:43:03
614,3:43:55
343,3:43:56
24,3:43:57
412,3:44:00
655,3:44:00
340,3:44:03
197,3:44:18
526,3:44:20
360,3:44:25
388,3:44:30
632,3:44:33
253,3:44:33
136,3:44:34
188,3:44:40
157,3:45:00
263,3:45:04
553,3:45:14
457,3:45:46
340,3:45:58
814,3:45:59
916,3:46:04
750,3:46:05
872,3:46:10
831,3:46:11
1013,3:46:23
63,3:46:39
780,3:46:39
328,3:46:52
524,3:46:57
612,3:47:05
215,3:47:08
772,3:47:09
98,3:47:22
553,3:47:26
341,3:48:00
743,3:48:16
495,3:48:21
55,3:48:37
343,3:48:41
136,3:48:55
136,3:49:06
726,3:49:16
136,3:49:24
341,3:49:26
324,3:49:49
371,3:49:52
498,3:50:07
646,3:50:12
136,3:50:19
471,3:50:28
971,3:50:33
291,3:50:56
164,3:50:59
524,3:50:59
254,3:51:13
136,3:51:19
602,3:51:21
297,3:51:25
713,3:51:25
590,3:51:27
420,3:51:30
584,3:51:34
646,3:52:07
973,3:52:07
176,3:52:22
316,3:52:24
882,3:52:29
343,3:52:31
449,3:52:34
982,3:53:02
828,3:53:11
602,3:53:14
875,3:53:18
52,3:53:45
188,3:53:54
299,3:54:03
343,3:54:20
360,3:54:32
409,3:54:34
733,3:55:18
519,3:55:23
164,3:55:26
301,3:55:35
160,3:55:50
733,3:55:54
343,3:55:54
449,3:56:01
713,3:56:15
903,3:56:17
157,3:56:18
131,3:56:20
341,3:56:25
343,3:56:26
334,3:56:30
160,3:56:32
277,3:56:37
7,3:56:45
100,3:56:55
721,3:57:11
869,3:57:52
328,3:57:56
276,3:58:09
470,3:58:13
63,3:58:14
297,3:58:17
85,3:58:25
813,3:58:40
297,3:58:52
813,3:59:13
437,3:59:23
498,3:59:41
490,4:00:02
343,4:00:16
490,4:00:17
