user,location,tweet
Paulisgmail,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
NIPR18,,RT @utrans_oficial: #HéroesEnLaVía gracias 🙏🏻 @GoogleColombia https://t.co/zfW944ArWw
gloriaVivianaJ1,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Carlitros68,"Cali, Valle del Cauca","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
NIPR18,,RT @ChefGuty: El acompañamiento en las fronteras de nuestros #HéroesEnLaVía hace parte también del trabajo diario de @MigracionCol! Gracias…
NIPR18,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
ruthcifuentes23,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
ruthcifuentes23,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
ktina_mejia,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
jamessaav,Bogota,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
luearaujo,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
leandro8110,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
IBFCamelia,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
javier65932247,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
javttell,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
ruthcifuentes23,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
JeniferAcevedo_,"Valledupar, Colombia.","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
molinarespalmo1,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
Faro844,"Cali, Colombia  VE.","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
rsotelod,Colombia,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
eduardoghr,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
mauricioroco88,Bogota DC,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
calopezc8006,,"RT @orozco_angela: Invito a todos a enviar un mensaje de agradecimiento a todos los transportadores y operarios de vías, reconociendo su la…"
calopezc8006,,"RT @IvanDuque: Hacemos un reconocimiento a nuestros #HéroesEnLaVía Camioneros y operarios de carreteras que, con valentía y sin descanso, t…"
calopezc8006,,"RT @InterworldGroup: Interworld Group se une a la iniciativa de la 
@ViceColombia
 y celebra la importante labor de nuestros conductores. #…"
fabioji98704455,"Nueva York, USA","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
cesaralvarez_au,"Canberra, Australia.","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
andresgineco,#SigamonosLosBuenos,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
mruizbasto,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Arandu325,,@orozco_angela @MinTransporteCo @IvanDuque @infopresidencia @urnadecristal #HeroesEnLaVia que lo único que consigue… https://t.co/QpnFyyxH6X
Arandu325,,@orozco_angela @MinTransporteCo @IvanDuque @infopresidencia @urnadecristal #HeroesEnLaVia que trabajamos sin ningún… https://t.co/Q3dsqoXDcl
Noticias666,Colombia 🇨🇴,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
kritikonnn,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
Rociel53799496,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Rotswell,,RT @quedateencasap1: ¡Estamos rodeados de héroes! @josearoda(Instagram) ha hecho a algunos héroes cotidianos coloreables para que puedas co…
kritikonnn,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Arandu325,,"@MinTransporteCo #HeroesEnLaVia eso somos, así nos dicen ahora porque Colombia se dió cuenta que sin nosotros no ll… https://t.co/k2C1JS1bxo"
JoseluisLora5,"Cartagena, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
LuisEst07640184,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
PetraVonNiemand,Islas Fiji,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
guiantlespy,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
eljavoya,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
94Regimen,medellin-antioquia-colombia,"RT @AVA_antioquia: Gracias a todos nuestros compañeros en las vías , somos un país en desarrollo necesitamos más apoyo y comprensión .#Hero…"
94Regimen,medellin-antioquia-colombia,"RT @InviasOficial: Los #HéroesEnLaVía no vuelan, pero si están salvando el país🇨🇴. Comparte tu mensaje de agradecimiento con el hashtag y d…"
AraucActiva,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
94Regimen,medellin-antioquia-colombia,"RT @MinEnergiaCo: Si no te habías detenido🖐🏻 a pensar en la importancia de esta labor, esta es tu oportunidad de enviarles un mensaje📨 a nu…"
94Regimen,medellin-antioquia-colombia,RT @MinTransporteCo: Envíales a los trabajadores de las concesiones viales un mensaje 📨para que destacar lo importante que es su labor y po…
claudiahg99,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
Pabloh85,"Bogota, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
94Regimen,medellin-antioquia-colombia,"RT @AVA_antioquia: A todos nuestros compañeros de obras , pare y siga y demás con quién trabajamos en las vías GRACIAS ,#HeroesEnLaVia @Min…"
94Regimen,medellin-antioquia-colombia,RT @InviasOficial: No hay derrumbe o emergencia que estos #HéroesEnLaVía🛣️ no estén dispuestos a atender para que las carreteras estén en l…
94Regimen,medellin-antioquia-colombia,RT @InviasOficial: 👏Celebra la importante labor de nuestros camioneros 🚚 con un mensaje de agradecimiento con la etiqueta #HéroesEnLaVía 🛣️…
94Regimen,medellin-antioquia-colombia,RT @InviasOficial: Detrás del volante de cada SITM🚌 hay un valiente entregado a su tarea de transportar a quienes hacen que el país🇨🇴 siga…
94Regimen,medellin-antioquia-colombia,RT @ANI_Colombia: No hay derrumbe o emergencia que estos #HéroesEnLaVía🛣️ no estén dispuestos a atender para que las carreteras estén en la…
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: Un aplauso 👏para todas las personas que trabajan día a día para brindar tranquilidad y esperanza a toda Colombia🇨🇴. Ca…
94Regimen,medellin-antioquia-colombia,RT @NicoUCD: Un aplauso para nuestros #HéroesEnLaVía 🇨🇴🌎❤️🙏🏻. https://t.co/O4IHogZq13
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: 👏Celebra la importante labor de nuestros camioneros 🚚 con un mensaje de agradecimiento con la etiqueta #HéroesEnLaVía…
94Regimen,medellin-antioquia-colombia,RT @AutopCafe: En las vías de Colombia tenemos miles de héroes anónimos que velan para que las carreteras estén en perfectas condiciones. C…
94Regimen,medellin-antioquia-colombia,"RT @InviasOficial: Los #HéroesEnLaVía no vuelan, pero si están salvando el país🇨🇴. Comparte tu mensaje de agradecimiento con el hashtag y d…"
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: Detrás del volante de cada SITM🚌 hay un valiente entregado a su tarea de transportar a quienes hacen que el país🇨🇴 sig…
94Regimen,medellin-antioquia-colombia,"RT @Supertransporte: Un video📹, un tweet, un mensaje de voz… cualquier opción es válida para darle gracias👏 a los #HéroesEnLaVía por entreg…"
hernandoh3581,Cali,"RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…"
oscarguille50,,RT @ViceColombia: 👏Es el momento aplaudir y agradecer a quienes bajo cualquier circunstancia cumplen con su labor para que el país se siga…
carmin1707,Venezuela,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Mrblanco19,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
oscarguille50,,"RT @ViceColombia: Un video, un tweet, un mensaje de voz… cualquier opción es válida para darle gracias👏 a los #HéroesEnLaVía por entregar e…"
CaritoValde22,,RT @ANI_Colombia: ¡Es el momento de aplaudir y agradecer a todos nuestros #HéroesEnLaVía 🛣 en cada uno de los proyectos de infraestructura…
EvelynD16926617,"Bogotá, D.C., Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Stellita66,"Bogotá, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
juanjimenez79,,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
Andrs_Ramrez1,"Barrancabermeja, Colombia","RT @TransitoPolicia: #PrevenciónyAcción Es grato ver nuestra bandera de Colombia, en honor a los #HéroesEnLaVía, reconocemos esta ardua lab…"
LorenzoFran,"Madrid, Spain","[Valentus: Café y Bienestar] @orozco_angela: 'Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios… https://t.co/VsdeclsYRk"
flaca65,colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
rms3177,"Manhattan, Nueva York EE UU. ","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
josheartigas,"Bogotá, D.C., Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
HamidBolivar,BOGOTÁ D.C. - COLOMBIA,RT @colfecar: Sumándote a la iniciativa de #ColfecarApoyaBuenaventura ayudarás a cientas de familias vulnerables de Buenaventura y a esos #…
syssoi,,"RT @orozco_angela: Invito a todos a enviar un mensaje de agradecimiento a todos los transportadores y operarios de vías, reconociendo su la…"
gpalacios,America Latina,RT @orozco_angela: ¡Hoy es un gran día para celebrar a nuestros #HéroesEnLaVía! Acompañemos a quienes a diario movilizan a todos los colomb…
Andre19_78,"Bogotá, DC, Colombia","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
MyriamNovoaP,,RT @IngenieriaSCI: Detente✋ y tómate un momento para enviarle un mensaje📨 de agradecimiento a nuestros #HéroesEnLaVía que en medio de este…
moyaro,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Tomp89671866,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
jigiraldoc,,"RT @salvadoorpo: @elsemblante Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen…"
MafeCedano_13,Weird girl✽ that's the secret.,"RT @IvanDuque: Hacemos un reconocimiento a nuestros #HéroesEnLaVía Camioneros y operarios de carreteras que, con valentía y sin descanso, t…"
ojeda_david1221,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
tovar_villazon,Armenia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
AABenedetti,"Bogotá, D.C., Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
adaimarop,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
lorrainebg,Colombia,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
SAAP_perlaza,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Rocco33769099,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
fernandezhecto9,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Rocco33769099,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
LuisPalacio1,"Antioquia, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Beatry07,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
santiagovp71sa,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
alejo_hotma,"Madrid, España ","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
JavierC34511898,"Florida, USA","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Julianarivas69,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
LuzEmiliaMonroR,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
LuzEmiliaMonroR,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
Dumaco14,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
cb_inmobiliaria,Bogotá D.C.,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Eduardo70698741,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
lemos_cj,"Bogotá, D.C., Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
FreedomOrDeat15,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
lincefelino,"Bogotá, D.C., Colombia","RT @ColmundoRadio: La Torre Colpatria  agradece a los 
#HéroesEnLaVía
#AplaudirYAgradecer https://t.co/DblDjxfkYz"
luislotaANSV,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
PAISAJITO,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
cindyvillamill,"Tunja, Boyacá ","RT @AlcaldiaTunja: Hoy aplaudimos a todos nuestros ""amarillitos"" que también son #HéroesEnLaVía. Gracias por ser ese soporte necesario para…"
cindyvillamill,"Tunja, Boyacá ","RT @AlcaldiaTunja: A ti conductor de bus que haces parte de los #HéroesEnLaVía, exaltamos tu entrega y dedicación al recorrer las calles de…"
LuzEmiliaMonroR,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
inmsu,Cali- Medellín,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
PAISAJITO,Colombia,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
edwin941609,"Girardot, Cundinamarca","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
nidyabibiana,Mi casa,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Edward_A_F_C,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
MiPuntodeVistaK,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
yeyomiranda3,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
GabRielJRi,,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
aniaristizabal,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
sharecollabco,Worldwide,RT @orozco_angela: ¡Hoy es un gran día para celebrar a nuestros #HéroesEnLaVía! Acompañemos a quienes a diario movilizan a todos los colomb…
sebastiansanab9,bogota,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
DT_ARMAND,"ÜT: 3.3299,-76.2358","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
PazConAutoridad,Colombia,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Carlosollos6,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
solangelcala,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
glory4158,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
j2correa,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
j2correa,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
amo1810,"Tosscalusa, Alabama","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
esmucaesperanza,colombia,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
ammedmon_mona,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Anabell09382509,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
DerekBuzon,"Barranquilla, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
jagavalle,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Abglizalvarez,"Medellín, Colombia","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
mariav300710,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
patipensante,,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
YennyLondono1,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
RomeroJuanes,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
Gcarjg,"Montería, Colombia","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
Gusprensa,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
SAlvarado65,"Bogotá, D.C., Colombia","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
JuandeJessMndez,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
enyapraez,,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
agc1003,"Bogotá, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Rojomenvalgmai3,,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
jackycarhijos,,RT @tractojavier: @orozco_angela @IvanDuque @infopresidencia @TransitoPolicia @MinTransporteCo @Supertransporte @InviasOficial @GoogleColom…
yewfren_orjuela,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
jhor73,Region Caribe,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
LuzRoCorredor,"Bogotá, Colombia","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…"
danielclaro2425,"Yopal, Colombia",RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…
victori_eugenia,"Cali, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
Omyjuly1,"Valle del Cauca, Colombia","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
jhor73,Region Caribe,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
jorgedarioa,cartagena,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
Caburo53,"Bogotá, D.C., Colombia","RT @juanesgil1: Todos los colombianos hoy les damos gracias a cada transportador, controlador vial, camionero, taxista y operario por su in…"
aosoriogomez,Colombia,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
TitoLemaitre,Cartagena-Colombia.,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…"
sergioitobonc,"Medellín,Colombia.","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
laurabarrigac,"Bogotá, D.C., Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
cabmartha,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
mayaiure,"Bogotá, D.C., Colombia","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…"
sergioitobonc,"Medellín,Colombia.",RT @ViceColombia: 👏Es el momento aplaudir y agradecer a quienes bajo cualquier circunstancia cumplen con su labor para que el país se siga…
samuelitoroys,"Ibagué, Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Luismiguel1108,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…"
Angela08Luz,,RT @ansvcol: Hoy nos vestimos de amarillo azul y rojo 🇨🇴 para resaltar la labor de nuestros transportadores. Gracias por ser nuestros #Héro…
CeroEstress,,RT @JuanFEspinosaP: Mira este video e inspírate para compartir tu mensaje en redes sociales con el hashtag #HéroesEnLaVía y reconocer heroi…
podersinsecreto,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…"
