user,location,tweet,sentiment,probability
orozcj,Bogota,"#PicoyGenero @ClaudiaLopez felicitaciones por esa medida, la verdad que hoy fue más fácil hacer vueltas bancarias y… https://t.co/7ViuXICdyG",Positivo,75
DaveGovi,"Bogotá, D.C., Colombia","¿Por qué cuestionan una medida de prevención más que la falta de educación y cultura que tenemos, lo cual no permit… https://t.co/TYPX1JqOY1",Positivo,49
chojuan35,"Cartagena, Colombia","@Mara_mia2 Todo lo de el es oscuro, una nueva treta para evadir el #PicoyGenero un dia es hombre y al otro se llama petra.",Positivo,78
angelloherre,"Medellín, Colombia","Bogota con 1205 casos de #COVID2019 y las medidas tan flexibles que tiene para controlar la propagación, será quien… https://t.co/GBb06ifkyQ",Positivo,59
ymanzanito,yanismanzano@hotmail.com,"#Día20 #CuarentenaNacional en #Colombia pasamos a la segunda fase del aislamiento obligatorio, mientras algunos ser… https://t.co/sin8QqmTU0",Positivo,68
santiagomarind,"Bogotá, D.C., Colombia","El horrible machismo de la sociedad colombiana: 
@NoticiasCaracol sobre el #PicoyGenero en Bogotá : - Las esposas s… https://t.co/NpfVIb1YTe",Positivo,65
AlejoPsycho,"Bogotá, D.C., Colombia","Que no, que no hay que hacer chistes ni comentarios con lo del #PicoyGenero porque eso ya es ""TRANSFOBIA""... https://t.co/lZ72D2uTit",Positivo,59
cfmun_,"Medellín, Colombia",A mi si me parece un poquito complicado lo del #PicoyGenero porque aunque entra en el espectro de mi identificación… https://t.co/MATdYJM9v0,Positivo,55
samyballen,Bogotá,@ELTIEMPO @ClaudiaLopez #PicoyGènero en Suba la gente no entiende de ninguna manera. Revisen sector parque Fontanar… https://t.co/Pmi0K72cgN,Positivo,67
mariafual,,Están De acuerdo con el #PicoyGenero implementando por @ClaudiaLopez,Positivo,54
DIEGOAMUN,Bogota-Colombia,Balance del #PicoYGénero en mi barrio es pésimo. Hombre y mujeres haciendo compras por igual.,Positivo,55
pepin1226,,"En #Perú la medida de #PicoyGénero no funcionó. Tuvieron que buscar una nueva estrategia. Pero, aquí es la panacea… https://t.co/LghR8PnuZ4",Positivo,74
FernandoFds83,,@ClaudiaLopez Para evadir su #PicoyGenero https://t.co/OJpjvLg2V4,Positivo,68
JLodemesa,Colombia,@ClaudiaLopez Por Prado no se aplicó el #PicoyGenero. Hoy el barrio era una fiesta,Positivo,77
LCCaballeroV,,Al mediodía de hoy había una mujer haciendo vueltas en caja d el @Bco_Occidente Chicó (15 con 93) Nadie dijo nada i… https://t.co/YuQkNi3j0S,Positivo,70
ClaudiaLopez,"Bogotá, DC, Colombia","Empezó bien #PicoyGenero en Bogotá!

Bajaron aglomeraciones, se facilitó el control seguro.
Impusimos 723 comparend… https://t.co/8SJ8Ck7e7v",Positivo,77
Fer_lemon,,#PicoyGenero salir sin miedo!! 😂😂😂 https://t.co/0gsx2zxt7t https://t.co/TFUyN71gI2,Positivo,59
jnietoblanco,"Bogotá, Colombia",¿Cómo le fue con el #PicoyGenero ? Esta noche en #CityNoticias @Citytv https://t.co/XVK1d5nMie,Positivo,75
Suspirode_Liz,Colombia,A mi me parece bien interesante que en este #PicoyGenero los roles habituales que existen en las casas se están cam… https://t.co/lXuyEd2sYR,Positivo,78
elespectador,"Bogotá, Colombia",#LaDisidencia La Alcaldía de Bogotá dice que se respetará la identidad de género en el #PicoYGénero.  Pero si en co… https://t.co/iDnDQl7lQR,Positivo,54
JosephSeaM,Colombia,"Nunca estuve de acuerdo con el pico y genero, no había ninguna necesidad de distinguir a las personas por géneros.… https://t.co/g8gB8oHj2X",Positivo,53
afsalazar40,Colombia,"#Duque vamos a implementar el #PicoyGenero para todo el país ...

#CuarentenaExtendida #Covid19Colombia #FelizLunes… https://t.co/F2OTg7uiS7",Positivo,77
edalmanson,Brasil,El #PicoyGenero sirvió para lo mismo que sirve el papel higiénico. Porque la gente se limpió el culo con eso hoy. H… https://t.co/keg9Jmf1Cs,Positivo,75
Per_ElJurista,,GOBIERNO NACIONAL Y DISTRITAL SE REÚNEN PARA EVALUAR CRISIS ECONÓMICA #País  #CrisisEconómica #Beneficios… https://t.co/pIq2Lg0Ny3,Negativo,61
SePuedeSer,Bogotá,🆘️ Conscientes de los riesgos e injusticias que se puedan presentar con las personas #LGBTI 🏳️‍🌈  principalmente Tr… https://t.co/fOisXAUXwb,Positivo,65
alcaldiaalmeida,ALMEIDA - BOYACÁ,#PicoYGenero || La Administración Municipal #TodosSomosAlmeida decidió adoptar la medida de Pico y Género para homb… https://t.co/cjOTYnRa8l,Positivo,66
holafanss,"Bogotá, Colombia",Caso hipotético de que salga a la calle durante el #PicoyGenero https://t.co/jHUVyvbsm5,Negativo,50
SigridLna,Bogotá_Colombia,"La gente no se toma en serio la cuarentena y tampoco el #PicoyGénero, mi papá salió y se encontró a todas las vecinas en la calle.",Positivo,59
SePuedeSer,Bogotá,➡️No podemos quedarnos callad@s ante situaciones que afecten nuestra integridad.El aislamiento obligatorio requiere… https://t.co/Dmy7XgjJba,Positivo,65
secredistmujer,"Bogotá, Colombia","¿Tiene dudas sobre la medida de #PicoyGenero?

Escuche a @drodriguezfr, secretaria de la Mujer, señalando puntualme… https://t.co/BfgAaLc7Lp",Positivo,64
pambish,"Bogotá, D.C., Colombia",Pendientes todos de que se respeten los derechos con la medida de #PicoYGenero https://t.co/tok0MyewnI,Positivo,67
SePuedeSer,Bogotá,"🔊Esta info es para las personas Trans 🏳️‍⚧y no Binarias.
👉🏼Si presencias o sufres alguna situación de discriminació… https://t.co/bMASvmc6bC",Positivo,64
86Diayana,Colombia,#PicoyGenero medidas absurdas de la alcaldía. Sí las personas salen a la calle en cuarentena es porque la mayoría b… https://t.co/kW2waAN7IO,Positivo,63
Ccajar,Bogotá,"A esta hora compartimos una denuncia de la Red Comunitaria Trans por parte de la @PoliciaBogota , en el primer dia… https://t.co/6R7X2RVtGh",Positivo,67
carolinagomezsn,"Bogotá, D.C., Colombia","En Medellín Quintero consigue más de 13mil millones donados, mientras que en Bogotá lo más proactivo e innovador de… https://t.co/79SFR9jlzb",Positivo,58
castilloGustsvo,Popayán-La Ciudad Blanca,Como olvidar este icono #PicoyGenero https://t.co/36AGQTptKz,Positivo,67
SePuedeSer,Bogotá,"🗣 Ten presente👇🏼
En los procedimientos de control que ejerza la @PoliciaColombia durante la medida de #PicoYGénero… https://t.co/jKftlwEbyd",Positivo,66
carolinamosvera,Colombia,"En Perú, las aglomeraciones se concentraron en los días de mujeres porque son las que salen a mercar debido a la di… https://t.co/Fu6Ckia7sW",Positivo,67
FUPADColombia,Colombia,#EntreTodosNosCuidamos por eso recuerda que desde hoy y hasta el 26 de abril está en vigencia el #PicoYGénero decre… https://t.co/dwW1z7NRB3,Positivo,75
EL_SENOR_X,► BogóticA City !◄,"Denuncia:
Tanto en Almacenes Éxito y tiendas D1 en día en que no deberían salir las mujeres por #PicoyGenero estan… https://t.co/ELTjxm01X6",Positivo,55
_DiegoLeon,Bogotá - Colombia ,"#PicoYGenero El día de los hombres es divertido, muy curioso. ¿Cuántos identificados? 👇🏻 https://t.co/blGfZFngdy",Positivo,71
SePuedeSer,Bogotá,"⏭ Las autoridades en especial, la @PoliciaColombia están obligadas a respetar el libre desarrollo de la personalida… https://t.co/qZGxn6Nrdi",Positivo,76
LunariaFondo,"Bogotá, D.C., Colombia","""Lo último que necesitamos en este momento es un disciplinamiento de los cuerpos y de la norma binaria a cargo de u… https://t.co/wbNilrQe5p",Positivo,69
Neo_Realista,Bogotá - Colombia,"En Bogotá, los hombres que usan tik tok pueden salir todos los días.
#PicoYGenero",Positivo,58
IsaFuscaldoJ,"Washington, DC","En clase de Género y Desarrollo de mi maestría, Bogotá, Perú y Panamá perdiendo el examen de sensibilidad por sus m… https://t.co/JbMJzCYkxV",Positivo,63
unamorsa,Envighetto,"Esto es lo que hace la policía, que supuestamente son los que velan por nuestra seguridad. Esta es la gente en cuya… https://t.co/mtCrMdhTeI",Positivo,64
Citytv,Bogotá,¿Cómo va la implementación de la medida de #PicoYGénero en Bogotá? ¿Están o no cumpliendo los ciudadanos?  Vea el i… https://t.co/KPiSxxxMhC,Positivo,67
nxthxchxs,"Bogotá, Colombia.",#PicoYGénero es violencia binarista en medio de la pandemia. Una medida de estas no puede dejar de lado a la poblac… https://t.co/M6cdR9Tfwl,Negativo,61
SePuedeSer,Bogotá,✅ Estas son otras líneas de atención a las cuales recurrir en caso de Violencia para que sean protegidos tus derech… https://t.co/NrQZ5HIdPy,Negativo,57
canaprobogota,Calle 63 No. 24-58,"¿Cuál día puedo salir en Bogotá con nueva medida de #PicoYGénero?

MUJER: Par
HOMBRE: Impar
TRANS: De acuerdo a ide… https://t.co/O8hV3gKA7e",Positivo,63
andres_0324,,@ContraPortadaCA @HijueputaCasa @Bogota Allí tienen su #PicoYGénero Era claro que explicarle la #IdentidaddeGenero… https://t.co/iGnFQtJ0x0,Positivo,68
vanessa80092648,,Claudia @ClaudiaLopez solicito amablemente  que se aclare urgentemente si el tema de las mascotas quedó excluido de… https://t.co/WCxzMor1BD,Positivo,63
JulbiaEdilesa,"Bogotá,  Barrios Unidos","TIP1. 
En la medida de #PicoyGenero 🐩
Los dueños pueden sacar a sus mascotas sólo cerca al domicilio.… https://t.co/bpOePOqIYf",Positivo,61
buddychenco,"Bogotá, Colombia",Y arranca el #PicoYGenero... Dentro de poco más medidas inútiles decretadas por nuestra heroica alcaldesa.,Positivo,54
Estrategia_VIH,Colombia,Si tienes alguna situación de discriminación durante la medida de #PicoyGénero no dudes en llamar. https://t.co/ZPG7zFjUjX,Positivo,63
GrupotransGAT,Bogotà,"Firmemos la petición  para derogar el decreto de #PicoyGenero 
https://t.co/2OWa85XspZ",Positivo,69
SePuedeSer,Bogotá,"⚠️ATENCIÓN⚠️
🔛Esta es la línea de atención en caso de discriminación o violencia durante la aplicación de la medida… https://t.co/hAZAQKUd9T",Negativo,57
plazacentralccb,"Bogotá, D.C., Colombia","🙌🏽 ¡En la #CuarentenaExtendida, cuenta con nosotros! 🙌🏽 Seguimos a tu servicio de  ⏰8am a 8pm para que accedas a se… https://t.co/G0olGQe5kx",Positivo,64
manuelvelandiam,Colombia,"ATENCIÓN !!! Si te discriminan en #PicoyGenero DENUNCIA! 
Bogota D.C @SePuedeSer habilitó línea 24 horas.
Important… https://t.co/BRYoWmloEh",Positivo,60
oscar__triana,,¿El #picoygenero para mis vecinos? Cuatro hombres en la esquina departiendo y otro grupo a mitad de cuadra tomando… https://t.co/D0Ry4Qsy4A,Positivo,64
JosUrib01172415,"Bogotá, D.C., Colombia","#PicoyGenero 
Mi hija tratando de explicarme qué es eso de LGBTIQ+ 🤔🤯
Creo que intentaré otra vez comprender las tr… https://t.co/wQly5uLS7W",Positivo,70
hsuarezsanchez,"Bogotá, D.C., Colombia","#alerta #monjas desafían al estado, juegan #baloncesto sin #barbijo n95, aparte infringen #PicoyGenero hoy solo sal… https://t.co/aabMlIhMEB",Positivo,65
SuperSONICAX,"Cucuta, Colombia","@AgustinLaje @elalispruz La señora @ClaudiaLopez ya lo hizo ! 
Lo llamó #PicoyGenero !
#GeneroyEducacionVirtual #genderfluid ?",Positivo,59
sergiojaimess,"Bucaramanga, Colombia","@latotoyashow @PoliciaColombia Me encantó tu explicación a través de tu ejemplo, muy pedagógico. Eso justamente es… https://t.co/0h0zOGe90C",Positivo,67
JcolmenaresE,"Bogotá, D.C., Colombia","#PicoYGénero es una medida para cuidar a nuestros médicos.

Prevenir el contagio del COVID-19 está en nuestras mano… https://t.co/6TPk1roRUI",Positivo,69
LGTBITV,"Bogotá, Colombia","#Atención Si @PoliciaColombia @PoliciaBogota NO cumplen circular 012 de Alcaldia @Bogota
 y te DISCRIMINAN en… https://t.co/BRi3OMNUlX",Positivo,63
mickysita,Colombia,#PicoYGénero donde a todo el mundo les da igual e visto más gente hoy que la semana paaada. Si claro hombres pero h… https://t.co/tC2mt5CXWV,Positivo,77
andresmarquino,Bogotá D.C.,"Hoy entró en vigencia la medida #PicoyGénero, según el Decreto 106 de 2020. Se han impuesto 55 comparendos a infrac… https://t.co/92oMWaTYl9",Positivo,70
GustavoPerrito,Bogotá - Colombia,"#Atención Si @PoliciaColombia
@PoliciaBogota NO cumplen circular 012 de Alcaldia @Bogota y te DISCRIMINAN en… https://t.co/oB21E7ICz2",Positivo,63
OTDChile,Chile,Llamamos a la red de organizaciones #LGTBIQ+ a firmar la petición que busca derogar el decreto #PicoyGenero por la… https://t.co/knibAbw53n,Positivo,68
ether_inco,"Jyväskylä, Suomi","Una pregunta ....
¿Si los únicos dos hombres que pueden salir a mercar son un hombre de 75 años y un niño de 12 año… https://t.co/BoQ8qw9cGA",Positivo,51
confidencialcol,"Bogotá, Colombia",#Bogotá | Al menos 74 mujeres han sido sancionadas (a corte 12:00) por infringir la media de #picoygénero que rige… https://t.co/pDzpSjt8GZ,Positivo,58
leodepaz12,"Lima, Perú ","@nelsiton12 @sarag12 @ClaudiaLopez @LuisErnestoGL Aqui la prueba de lo que provocó #PicoyGenero en 🇵🇪 

https://t.co/qIrgVUv8GR",Positivo,71
Andresc1927,Colombia,"#OjoAlDato los hombres que hacen videos en Tik Tok saldrán a la calle únicamente los días pares.

#PicoyGenero",Positivo,61
Serome111,Neiva,Cuando veo #decreto 538 #PicoYgenero me pregunto en qué se gastan el dinero de impuesto a la bolsa. ¿algun héroe?,Negativo,67
manuelita_s,,#PicoYGeneroEs Dice mi hermana ¿Será que salgo en vestido? Lo bueno es que hoy no hay hombres que nos morboseen. Ho… https://t.co/7wFm0cezNZ,Positivo,81
YVnoticia,World,#13abr #Colombia: desde este lunes habrá multa por no cumplir el #picoygénero https://t.co/sr5CXCEFvA,Positivo,70
MetropolisCC,"Bogotá, Colombia.","🚨Hoy inicia el #PicoYGénero🚨

✅ Los días impares podrán movilizarse únicamente Hombres.
✅ Los días pares podrán mov… https://t.co/aVvuFRuCfx",Positivo,74
elescabu,"Bogotá, D.C., Colombia",Adivinen quien iba pa la Calle a pagar el Buen servicio de @ClaroColombia y tin recorde #PicoYGenero,Positivo,67
monivallejo,Bogotá Colombia,Yo hoy en la ventana viendo el casting del día impar #cuarentena #picoygenero #bogota https://t.co/AANRmjGMc5,Positivo,80
carolannfiru,"Bogotá, Colombia",Vengo de caminar a mi perra y veo MUCHO más movimiento q en días pasados. Me parece q el #PicoyGenero se entendió c… https://t.co/Gefrv2wfTj,Positivo,57
Per_ElJurista,,PICO-GÉNERO Y PICO-CÉDULA DE LAS PRINCIPALES CIUDADES #País #Picoygenero #picoycedula #Coronavirus #Pandemia… https://t.co/e73eDOy78f,Positivo,68
personeriabta,,"#PersoneríaInforma que ante la medida de #PicoyGénero implementada por el Distrito, usted puede denunciar cualquier… https://t.co/y3o6SaQFid",Positivo,53
leodepaz12,"Lima, Perú ","@claudiacaste Senadora @claudiacaste , la mejor medida para prevenir el contagio es quedarse en casa, la medida de… https://t.co/KH9LLPUFPt",Positivo,78
leodepaz12,"Lima, Perú ","@sarag12 @ClaudiaLopez @LuisErnestoGL Concejal @sarag12 , la mejor medida para prevenir el contagio es quedarse en… https://t.co/M1WKLTRl2T",Positivo,76
_Oskar_SoyYo,,"1. Si ella sale con él en moto se corre el riesgo o que #PolicíaNacional le retenga la moto, o que se la lleven a e… https://t.co/qCoehxrYdO",Positivo,56
_Oskar_SoyYo,,"#PicoyGenero en mi casa hay un gato muy golpeado, vivo en Suacha, un hombre y una mujer pueden venir en moto desde… https://t.co/RJl8EeOMGA",Positivo,68
GABJA,"BOGOTA, COLOMBIA","#PicoyGenero en Bogotá, hoy salimos hombres a realizar vueltas urgentes, algunas mujeres haciendo fila para hacer m… https://t.co/Ri6nRtKYyU",Positivo,72
MARLYNELLACL,Bogota,@mrandoresu @claudiacaste @GobiernoBTA La medida de #PicoyGenero adoptada por la Alcaldesa @ClaudiaLopez fracasara… https://t.co/syW4ZNkPwu,Positivo,64
SigaMuriendo,Bogotá Colombia ,Podrán decir lo que quieran del #PicoYGénero pero muy práctico sí que es,Positivo,54
ColectivoKahlo,Bogotá,Desde el Colectivo Kahlo compartimos nuestra reflexión sobre la medida del #PicoyGenero #PicoYGéneroEs https://t.co/ybhGcJdpRW,Positivo,66
Danielp57425,"Bogotá, D.C., Colombia",#ElPelitoSanador #PicoYCedula #coronavirus #PicoyGenero #QuedateEnCasa miren su pelito sanador de rata! ya no saben… https://t.co/BWx7ZEVqpv,Positivo,69
GuzmanJeal,,Hoy inicia el #PicoyGenero tengo entendido q hoy salen los #hombres pero o sorpresa mujeres por todo lado osea no l… https://t.co/9zI8jIktOR,Positivo,82
juanlass,Bogotá,"Durante la mañana de este lunes, en Bogotá, 55 personas (en su mayoría mujeres) han sido multadas por no cumplir co… https://t.co/OYXPPrerAU",Positivo,76
soyandresacosta,instagram.com/soyandresacosta,"Aparentemente #PicoYGénero ha funcionado, cuando salí a hacer mercado y pagar recibos vi menos gente afuera, pero i… https://t.co/hVDkIB1Gyg",Positivo,58
JennyDayan,Bogotá D.C. - Colombia,Tú novio el que exige una historia clínica y no una investigación a las base de datos de los beneficiarios y votant… https://t.co/hiJgjMsG8w,Positivo,59
Krntvargs,"Bogota, Colombia",En Soacha todo el mundo está afuera. Esa curva que tanto el gobierno quiere mitigar es una risa. #coronavirus #QuedateEnCasa #PicoyGenero,Positivo,60
Leonard45281913,,@NoticiasRCN @lafm @larepublica_co @LaCarinosa610AM Bueno la verda si sacan medidas como estas haganlas cumplir de… https://t.co/8Wvjiyyyb6,Positivo,72
danialejoloncar,,"El #PicoyGénero no es más una peñalosada.
Matemáticas de 2do conjuntos
Con #PicoYCedula se hace grupos pequeños de… https://t.co/qzLoLmvvTp",Positivo,65
ElHuevoEnamo,BOGOTA,"Día 1 #PicoYGenero 
Mi vecina está regañando a su esposo porque trajo cilantro en vez de zanahorias",Positivo,68
Yer19699939,,"Día par // Día impar 

#CuarentenaNacional #coronavirus #QuedateEnCasa #YoMeQuedoEnCasa #PicoyGenero https://t.co/s79SfYa88w",Positivo,68
BogotaTransito,"Bogotá, Colombia",@cha_dtrv ¡Hola! Para vehículos particulares no hay pico y placa porque hay restricción TOTAL de la circulación de… https://t.co/VfBPJFEnoX,Positivo,69
vonne10,"Colombia,  Bogotá",Todavía hay muchas personas que no entienden el #PicoyGenero incluyendo a los que por falta de estudio y demás no e… https://t.co/MVJKJRf082,Positivo,60
Ivonbohn,Colombia,"Y en la hora de la frustración, que empiece el pico y género! #PicoyGenero #Frustrad@",Positivo,61
FdoDuarte,Colombia,Amigos que viven en #Bogotá: Recuerdan cuando pidieron el favor a sus esposas de comprar una broca de muro y llegar… https://t.co/6bu5cHW2FN,Positivo,74
con100cia,Casa Común : Planeta Tierra,@elcolombiano Mejor unificar con #PicoyGenero más práctico y seguro y a nivel nacional @infopresidencia… https://t.co/32faVa0iIS,Positivo,80
MIANPARA,,Qué descarados #PicoyGenero https://t.co/4JHhBkziHt,Positivo,69
Carlosa24846256,,Usteded tambien se visten bonito? para estar en casa #FelizLunes #coronavirus #QuedateEnCasa #QuedateEnCasa… https://t.co/cyjDIU4T2F,Positivo,73
MelissaSerranoF,Colombia,"Ya soñaron que tenian Coronavirus?

 #QuedateEnCasa #PicoYCedula #PicoyGenero #YoMeQuedoEnCasa #COVID2019… https://t.co/bse2DGgZOi",Positivo,67
DilaurenttiCris,"Bogotá, DC, Colombia","Ojo, en Cartagena también hay #PicoyGenero, con pico y cédula incluido. https://t.co/uOm5oH3YyA",Positivo,68
AlfonsoMarrugo6,"Cartagena, Colombia",No al #picoygénero en #Cartagena.,Positivo,65
JiClara, COLOMBIA ,Hasta el Meta llegó el cuento del #PicoyGenero jajajaja buee será fastidiar a los hombres llamando la policía si los veo en la calle 💅💅,Positivo,51
modls, From País de las Maravillas,"#PicoyGénero en Bogotá discrimina a personas trans y las expone aún más a la violencia, discriminación y perfilamie… https://t.co/3PfVXmRnUA",Positivo,53
redcomunitariat,"Barrio Santafé, Bogotá.","#MisDerechosNoEstanEnCuarentena 
A las 5:00pm @JulianaSalama11 estará explicando las razones poor las cuales la med… https://t.co/HWJBp4xuFw",Positivo,67
GermenDon,,@zarcohpx8 Pero puede salir todos los días ahora con lo del #PicoyGenero https://t.co/CII4cV6uh8,Positivo,52
morfeoalf,"Bogotá, D.C., Colombia",Así se ve la gente peleando por el #PicoyGenero https://t.co/jAyRO25Ryk,Positivo,67
americanotuvozm,,"@MafeCarrascal @Bogota #PicoyGenero
Par: @Amparo_Grisales 
        Impar: su Doble
🤣🤣🤣🤣 https://t.co/SB8HR3c9G6",Positivo,69
Andresc1927,Colombia,"Recuerden.. El #PicoYGenero
No se vayan a hacer los mrks. 😅 https://t.co/OBCIrJo5BF",Positivo,63
miguelzurda,"Bogotá, DC, Colombia","Hoy según el #PicoyGenero no pueden salir mujeres a las calles, pero en mi barrio salieron todas...que tristeza.",Positivo,71
Citytv,Bogotá,Desde hoy comenzó a regir la medida de #PicoYGénero en Bogotá. Quien incumpla tendrá sanciones. Recuerde que para r… https://t.co/dn6eacFIan,Positivo,73
Andresvargass2,,Es un chiste la medida bancos llenos dejando ingresar a todxs #PicoyGénero,Positivo,53
CarihJP,Algún lugar en mí mundo.,En este momento seria bueno que hubiese un hombre en casa #PicoyGenero necesitaba salir a hacer algunas cosas de ultima hora. toco mañana 🙄,Positivo,77
marioemorales,,No deja deja de ser llamativo que en los días santos el telenoticiero del mediodía supere en rating al de la noche.… https://t.co/jigxGLVMHH,Positivo,64
MafeCarrascal,"Bogotá, D.C., Colombia","Hoy inicia el #PicoyGénero, en este hilo encuentran la circular de la Alcaldía de @Bogota con el llamado a las auto… https://t.co/FkL9KH7LmW",Positivo,75
sabrinaedith21,Cartagena-Bogotá,"@mariajimenezo8a Sii, ya entendí que se adicionó el #PicoyGenero a las medidas restrictivas... 🤣🤣🤣",Positivo,64
SalmaCassab,,"Buen hilo para generar un poquito de empatía. Yo, cómo mujer cis, he sentido mayor temor las veces que he tenido qu… https://t.co/nAUANpA6uW",Positivo,75
complice0000,"Cali, Colombia","Quieres verte más bella?
3195014097 WhatsApp
#FelizLunes #QuedateEnCasa #DiaInternacionalDelBeso #PicoyGenero https://t.co/cozT2PLwEb",Positivo,74
alexander_bossa,,"@ClaudiaLopez 
😎 Yo saliendo esta mañana por el pan 
😉 *Mis panas esperándome en la esquina*
#PicoyGenero… https://t.co/6ZxRo3deMp",Positivo,76
vivianap_1,"Bogotá, D.C., Colombia",#Bogotá #PicoyGenero  Que cómodo te vez esperanzito pero tienes que ir hacer las compras maldita criadaaa.,Positivo,64
TUPSIQUIATRAA,Colombia ,Es verdad... Niños y mujeres. Van 12 FEMINICIDIOS en la cuarentena 🥺 #PicoyGenero https://t.co/YfSoAZ1pLS,Positivo,69
panversia,Bogotá D.C. ,"@BluRadioCo Señora ministra. La OMS alertó acerca de la necesidad de prepararse contra pandemias en 2004, En 2005/6… https://t.co/Dc80l65ogk",Positivo,66
CucosClanCol,"Bogotá, Colombia, Suramérica","Chicas y chicos, todos muy juiciosos con estas medidas de prevención.

#PicoYGenero https://t.co/UYI6edMyAY",Positivo,70
OrgulloLGBT,Latinoamérica,Autoridades de Bogotá deben respetar la identidad de género de la ciudadanía en el manejo de la COVID-19… https://t.co/4HBkdcxCHS,Positivo,64
MmonicaGonCa,"Bogotá, D.C., Colombia","Cuando Claudia López dijo que tocaba salir a la calle por sexo, me alcancé a ilusionar.🥺🙍🤣 #CuarentenaInteligente… https://t.co/vpwHltao06",Positivo,57
SaleDeMiCabeza,"Saint Helena, Ascension and Tr","Feliz día internacional del beso. 🤔😭

#PicoyGenero",Positivo,88
OrgulloLGBT,Latinoamérica,Esperemos que nada suceda y que la @PoliciaBogota @PoliciaBolivar y @PoliciaColombia CUMPLAN su deber de proteger A… https://t.co/M106RMYq5m,Positivo,66
RedMasNoticias,Colombia,#Colombia | El presidente @IvanDuque descarta decretar en todo el territorio nacional la medida de #PicoyGénero est… https://t.co/EYwRGHjBgZ,Positivo,72
Centro_Andino,Bogota,"Recuerda que a partir de hoy empieza la restricción del pico y género en Bogotá. Hoy, el mejor lugar es en casa. Si… https://t.co/cuqEZF00Ro",Positivo,87
SpartansCO,"Bucaramanga, Colombia","@alparoz escucha la W radio, tu nombre podría andar rodando como uno de los facilitadores de los actos de corrupció… https://t.co/UuGt2kade7",Positivo,74
RedMasNoticias,Colombia,"📢#FlashRedMás | Visite https://t.co/l1e7QwzG8J 

1⃣ ""Establecer el #PicoyGénero a nivel nacional no es la decisión… https://t.co/acraPDoHg0",Positivo,67
SoyElDefensor11,,@angelamrobledo @petrogustavo O sea Colombia no? Está desconociendo el trabajo de todas las personas de la salud? E… https://t.co/6kH2gQbXiV,Positivo,75
Aladiestra1,,"A ver si me queda claro.
Aparte del derroche de @ClaudiaLopez @Bogota  en encuestas, carros y publicidad.
Aparte de… https://t.co/Aph5qbAB10",Positivo,65
nxthxchxs,"Bogotá, Colombia.","Hoy inicia #PicoYGénero en Bogotá y, a pesar de esfuerzos de @Bogota por reglamentar procesos, es muy probable que… https://t.co/HqAGCnloOS",Positivo,72
jaime_guti10,Colombia,Google registra más de 37 etiquetas de género sexual. Y en Bogotá ahora el #PicoYCedula es a partir de la clásica v… https://t.co/yaNwEVHwAA,Positivo,69
PlazaImperial,Bogotá Colombia,#PlazaImperial siempre te mantiene bien informado 🤗📢 Recuerda que a partir de hoy entra en vigencia la medida de… https://t.co/LDwtfnKNBC,Positivo,84
RDerly,"Tunja, Colombia",#Tunja @AlcaldiaTunja @FunemeAlejandro @PersoneriaTunja @WRadioColombia #DenunciaCiudadana #Covid_19 #PicoyGenero H… https://t.co/75ecJtqBae,Positivo,71
ayllufamiliastr,,"Petición para modificar inmediatamente el Decreto de ""Pico y Género"" en Bogota Varias organizaciones y líderes tran… https://t.co/MXi3mfj1PA",Positivo,65
e_jhonnatan,,"Petición para modificar inmediatamente el Decreto de ""Pico y Género"" en Bogota Varias organizaciones y líderes tran… https://t.co/nerFunuM7a",Positivo,65
SuazaAlarcon,"Medellín, Colombia","Yo: señor que pena, ¿esto es yacón? O yuca?

Cliente : qué es yacón? Me imagino que yuca, usted es el que trabaja a… https://t.co/2Ev1TG598d",Positivo,61
linapc,Bogota,"Hoy comienza el #PicoyGenero en #Bogota
La oportunidad xa q @PoliciaBogota demuestre q tiene claros los lineamiento… https://t.co/QiZz304KYj",Positivo,77
judaspriest2015,Cali (Valle),"#CuidarNuestrosMédicosEs
J Balvin 1000 millones
Grupo Santander 75 mil 
Yatra 250 
Maluma 400
Grupo SantoDomingo 10… https://t.co/PFRBdka075",Positivo,55
alejitoponce,,"@lcvelez @lafm #PicoyGenero es...
Para poder viajar en avión te puedes inventar un cáncer.

Embajador de Cuba en Co… https://t.co/G5QuzOikCV",Positivo,69
SoyElDefensor11,,"Gracias @ClaudiaLopez su #PicoYGenero es una farsa para ""eliminar"" la discriminación xenofobica que tuvo con los ve… https://t.co/oO0bw6LV4U",Positivo,85
veeduriabga,,La IMPROVISACION de alcaldes y gobernadores en medidas restrictivas en pandemia debe ser investigada por la… https://t.co/vavHVKrTMD,Positivo,57
juliopamplona,Bogota,Hay mas viejas por la calle que cualquier otro día. #PicoyGenero,Positivo,57
Publirutas2020,Bogotá,"#ColombiaEnEmergencia
HOY
#PicoYgénero

Salen a la calle HOMBRES y todo el que tenga nombre de hombre en la cédula… https://t.co/UXXv5hsbqo",Positivo,72
unpelonmas9,"Patria Boba, Colombia.",Estos hps llegan a hacer una vuelta de estás en medio del confinamiento. Y podemos llorar las libertades económicas… https://t.co/GjqQxWyde5,Positivo,62
