"770940052557950976","@Roberto_R_R De verdad, la involución humana es un hecho ya... ¡Qué pena!  @elcorreogallego","N"
"770948285288841216","@nightmareoscura malditos conductores a los que dan el carnet en la tómbola ","N"
"770947728792817665","@RoarFurii Furiiii a que hora a acabado el directo? no llege a verlo ","N"
"770947357173243906","@NariSpringfield No sé si saldrá algo relacionado con Escocia, pero los paisajes son increíbles ","P"
"770946843383631873","@MattiaSola1 @kalashkokirikov tío, que no, que yo soy el dalas pero cutre, déjame ","N"
"770943381652504576","quiero hacer un video en youtube desahogándome ","N"
"770918556825427969","@Juansfy yo solo quiero que tu cuerpo este tan fuerte como tu mente ","P"
"770918502865702912","@pauladiaz_coach un placer guapa!! @alexdurana es un sol!! bueno, los dos los sois ","P"
"770914817360195601","@NoEsUnPagaro que te pasa necesitas ayuda? favea si te tienen secuestrada ","N"
"770914042567327746","La escena spoby es tan bonita y tan triste y no paro de llorar damn ","NEU"
"770960812785692672","No me pongáis Galantis que pienso en el Arenal y lloro ","N"
"770960332818935809","@SaraWiggum @SergloPsycho lo gracioso es que no se de donde voy a sacar tiempo ","N"
"770963910707019776","""Es la crónica de un ciego y su mentira, que mil veces repetida se convertirá en verdad..."" #MN ","N"
"770963684705308672","@LaLiLoLaiLoLeo !Croquetas!  A mí me gustan pelín más hechas.","N"
"770959151992274945","@JAGambero @tehubriego Porque, España, es un país, Opresor¡¡ malvado y esclavista¡... ","N"
"770967255773507584","@IKEASpain es el mismo así que tomo nota de todo  #gracias","P"
"770938978916761600","@Compotita @ttarlop no me he enfadado  solo he puesto voz de abuelo cebolleta ","P"
"770938248537530368","Creo que voy a hacer nuggets vegetarianos y patatas porque no sé qué hacer de comer y ","N"
"770938227570139136","@eloycanovas gracias, Eloy!! intentando aproximar mis perlas a las tuyas ","P"
"770967899485986816","Por cierto @AdvyStyles podria hablar contigo por md? Gracias ","NONE"
"770799001071476736","Increíble el directo de hoy me lo he pasado  de puta madre muchísimas gracias a todos ","P"
"770802532855799808","@micaelarusso_ me ha pasado algo similar te entiendo cariño ","NEU"
"770809220291760128","Quiero que alguien me diga cosas bonitas ","N"
"770814690490548224","Quita rubiete el stream y me hago un 2vs1 impresionante ","NEU"
"770792942151798784","@DiariodeMasacre tio me estoy rallando, necesitamos comunicado oficial de lo que ha pasado ","N"
"770910691960160256","@SigueLumen ¡Encantados y felices, un abrazo desde Plasencia! ","P"
"770952598954373120","@rubenlinoman como todo! Es un jugón! No quiero que lo fichéis. Es el peor día de mi vida ","N"
"770951927291056129","@varitoponchito pues sí ya tienes claro que me he precipitado no hace falta que me lo preguntes ","N"
"770924366884397056","@RaulNV oye, q llevo todo el verano pringando!! Me merecia una recompensa ya ","N"
"770882694586757120","@antxonp  Mi producción, como puedes ver, es escasa  ¡Pero seguro que estarán buenísimas!! Je, je, je","NEU"
"770865009991745536","También me gustaría jugar a la Beta abierta de Battlefield. Pero no se a que hora sale ","N"
"770851876896202752","Al igual solo es estres, perdón  @rachelstormborn","NONE"
"770905627212251136","@beritoospina Un poder pedir fin del acoso en una campaña publicitaria, estaría muy bien ","P"
"770904895104884736","@YsabelGranger @gvila1 Nosotras haremos lo q sea menester para motivados  ","P"
"770902590817271808","ojalá selena se recupere pronto, no merece nada malo  #GetWellSoonSelena","P"
"770880018398515200","Qué deprimente, mañana ya sepriembre. QUE SE ACABAN LAS VACACIONES!! ","N"
"770919109919924224","@valecalderon94 jaja es que es imposible  y no te congelas.. Hace calor","N"
"770891179596582913","@merymrtn_ sin animo de ofender a las focas, que son lo mas mejor de este mundo ","P"
"770889745337548800","@cronopioaustral Está hermosa esa niña. ¿Quién no se anima a planchar así? Saludos ","P"
"770862443908202496","Tienes una voz bonita @cristinabosca ahora sólo tengo que aprender a diferenciarla  me gusta la voz que tienes ","P"
"769849700941955072","@menorking la tecnica esa es genial, no se de donde viene pero es super recomendable ","P"
"769847264332439552","@PitiHurtado @ecorbella A cascoporro! y karate-press a saco fijo ","NONE"
"769846566593171456","Quiero ver no apagues la luz y nadie viene conmigo ","N"
"769813375924789248","Lo bueno es que ya puedo echar un vistazo al libro de arte sin spoilearme ","P"
"769812093130383360","@VideojuegosGAME ultimo dia hoy? Nooooo  que yo iba el miercoles que vuelvo de las vacaciones.","N"
"769850987133693952","@imdariusb1tches nooo, quiero que me vaya pordede ","N"
"769837775633911808","@Danlok23 si, la edad no es inconveniente para nada, es parte de mi infancia y hacia falta algo así ","P"
"769836787632050176","@thorelvasco @eloymg85 es que 16 Gb es muy poquito, sobre todo teniendo en cuenta que el 6S sube a 12 Mp y graba en 4K ","N"
"769835981549830144","Y ya me tiene que gustar si el segundo está basado en Rebelión en la granja IMAGINAOS ","NEU"
"769865680967598080","Iba a sacar a la perra y se me ha quedado la rodilla pillada ","N"
"769865302125469696","Imágenes del verano en nuestra querida #Zaragoza.  https://t.co/8ooXivv9B4","NONE"
"769880535325937664","@HCeretto la vemos juntas y lloramos juntas ","NEU"
"769707294019977216","Bueno que buenas noches tras el bajón de las 03:24 ","N"
"769706280244154368","@LaiZorsGaming nooo  haced todo lo posible para hacerlo otra vez plz","N"
"769705694283046913","@Rubiu5 en vez de mandarme dm, dime qué tal estás, cuentame tu vida y tan felices todos ","NEU"
"769715235884236800","Lo que me hace gracia es que os deis cuenta de que santapo es subnormal ahora ","N"
"769744454026690561","@Malicnidad @El_Fantaasma ahh eso   lawliet es más de nivel 800 ya  y había uno que era todavía más alto","NONE"
"769580781194899456","Otra cosa no me quedará clara hoy,  pero con el Tiranosaurio Rex,  si tú no te mueves no te puede ver  @DinopolisTeruel","NONE"
"769605663756578820","@Garcia_Daniel13 Muy agradable, tiene la lengua fuera... ¿quieres una foto..? ","N"
"769605224612978688","@CelopanYT te hemos echado de menos en la fiesta fin de verano  te podrias haber ido con Ro ","N"
"769651462062403584","@RubHDReturns ni el bueno es tan bueno ni el malo es tan malo ","NEU"
"769653122578911232","A pesar de todo...veo sorpresa en el Bernabéu...llamadme loca ","NEU"
"769871360638218240","Hay algunos shojos de comedia romántica que me gustaría que se centraran un poco más en lo romántico ","N"
"769867907694288896","A estas horas hace un mes estaba nerviosa no, lo siguiente porque le veía y ahora ","NEU"
"769963990160138241","@Imanolduran @lavuelta jajaja esta vez vamos equipados!  😘","P"
"769963110539165696","@CyPunto_ soy unranked , pero porque paso de hacerlas xd y mi novio se reia de mi ayer ","N"
"769968677269729280","@elitron77 Tranquilo. Ya me imaginaba. Tengo planes de ir al Bernabéu para ver a la Real. Allá para finales de Enero ","P"
"769968532314529792","Con lo cual he abierto todas las ventanas y he conectado el móvil a los altavoces, a ver si ahora suena mejor ","P"
"769968293184765952","@elitron77 Bueno, yo soy de la Real, neutral total ","NEU"
"769967832876613632","@elitron77 Efectos prácticos. Aprovechar el desorden del rival. Lo hacemos todos ","P"
"769967293988306944","una chamana/curandera/partera veterana asexual seria un buen personaje para mi historia ","P"
"769628373966524416","De nuevo lo veo imposible con tanta mención @BlasAuryn #FollowSpree. Por favor, mi apoyo lo tienes siempre ","P"
"769645274440531968","@pilar_diz Buenooo, claro que si y a @chefidiaz se le está pegando...Pero es estupendo. Scoop. No dejéis de verla. ","P"
"769665676676038656","Me veo toda la noche mirando al techo y rayado, queé bien ","N"
"769665186760384512","@OneDayOfGlory tu ventilador me mira con cara seductora. ","P"
"769664229590925313","El bloqueo -en vez del mute- es en realidad una medida para reducir el ridículo para los que no saben que existe el screenshot ","NEU"
"769647989652647936","Iba a hacer lo de 1mi y medio llenando mi vacío, pero me puede la pereza ","N"
"769641872981622784","Se me ha puesto una araña en la pierna y he montado un espectáculo en una terrazas ","N"
"769667580248354817","@noorihabb aquí tienes a mi bae aka una egipcia preciosa que esta aprendiendo español. Os llevareis bien  @SalimBenserghin","P"
"769666919016361985","@Cotemadridista7 jajajaja un dia seguro que te lo dedicara, por una gran fan incondicional como tú ","P"
"769666312083759108","no sé si hacerla rabiar y seguir pinchando o ya sudar, es que estoy cabreada ","N"
"769639779629694976","@deibitbanon En el contrato institucional que tengo, 2GB son 9€/mes y 5GB 10€/mes. No había color   Por cierto, acabo de agotarlos O_o","NONE"
"769668555650588672","Pobre ilusa yo, pensé que me haríais algo de caso por una vez ","N"
"769898106548813824","@Cristinabrachoc, muchas gracias. La verdad es que lo tienen fácil para acertar ","P"
"769903961507762176","Enormes @alo_oficial y @LewisHamilton. Buena carrera hoy en Spa. ","P"
"769901444505989121","Luego lo mas seguro haga Periscope, alguien me va a ver? ","NONE"
"769901202872164356","@tomatinacon mucha suerte para mañana y que vaya todo genial! ","P"
"769900426867175424","@JAVIERCASTRO96 por supuesto amigo mí que pases buen domingo ","P"
"769899517365874689","@Aylinaylinchu @rompemelcorazon ta entonces me entendes porque no hablo chino amorrr ","NONE"
"769899057586249728","@salvaroj La experiencia en mi centro es que los docentes (en la medida de nuestras posibilidades) las llevamos a cabo habitualmente ","P"
"769909632169041921","Cuando contrato 500mbs extra y llevo consumido 3 Gb JAJAJA cuando vea la factura no habrá tanta risa ","N"
"769909114109648900","Gracias por compartir querido Pepín  @CliftJose","P"
"769882149088595968","Hulkenberg con ese cohete en recta es siempre complicado de adelantar. Se han ido demasiado Ricciardo y Rosberg ","N"
"769881236533895168","@MikaCookies gracias por el follow   y espero que consigas muchas firmas ^^","P"
"769896391938375680","A Piper no le gusta que robe en las casas ni a la gente, Piper se ha ido a la basura junto a albóndiga ","N"
"769896030234107904","@EGonzalez_F1 @VirutasF1  Faltaría más que estuvieran pendientes de mí humilde condición ","NEU"
"769620703301828608","@EvilAFM @RiotSh4rin nuestro 24 horas Solidario lo hacemos turnandonos para dormir, yo no apoyaría mucho algo tan poco salubre ","N"
"769619934989213696","Que bien, cuando marca el Madrid a mi portátil le apetece darme un pantallazo azul y reiniciarse ","N"
"769607373224812544","@ElenaDiazGarcia el final volviendo a la aldea es quizá demasiado tierno ","N"
"769599499027279872","@ElDesmarque_VCF Pero nos falta un tio que meta gol, y el cabrón de Alcacer ya no está.  Haber ahora.","N"
"769598379039023104","@Demasiaupalbodi enhorabuena! Disfruta por los que nos quedamos en el camino ","P"
"769603190148988928","Cuando tienes Spotify vinculado a Facebook y te borras la cuenta de éste último... ","N"
"769602909571022848","@MrSantiagus tranquilo, que yo si que te vi la única vez que he ido a chocochurros pero no sabía quien eras todavía! Jajaj ","NEU"
"769597539305791488","@MasRazonqUnSant Entro el golpe,limpio como una mañana de primavera ","NEU"
"769604198639996928","@ElDesmarque_VCF No mericiamos la derrota, pero el puto arbitro, ha decidido lo contrario, no nos salen buenos arbitros. ","N"
"769623387081760768","@Suqata vale. Soy lo que tú digas. No me conocía. Gracias por presentarme ","P"
"769593938634309633","Y volvedme a llamar a mi xfavor, que yo también quiero hablar con vosotras  Y deeeejad a Lidia tranquila 😂","N"
"769874402964111360","La bso de titanic en radio clásica, me voy a morir de la depresión ","N"
"769919268020510720","@InigoLuiz siento haberle faltado el respeto a tu ego al no haberte mencionado ","N"
"769918960577998848","Pues casi 3000Km que le he metido al pobre coche estos 15 días ","N"
"769921244674285569","@JoaquinRamirez @DiarioSUR Hola Joaquín, redifundimos. Un abrazo ","P"
"769912889553682432","@LordTyrellGH Melanie era la mejor, encima la echaron el dia de su cumple  SINVERGUENZAS","N"
"769912712373661696","@uby77 @miguel_prat @titomartin67 @Mig31MN el de hacer la compra los domingos  en zonas beneficiadas ","NONE"
"769915541301653504","@Barbarathenea que yo recuerde, no le he faltado al respeto, pase usted un buen día. Salud y república ","N"
"769914697411883008","@LuisElgotera Difícil encontrar un chico que piense así, me alegro mucho de que lo hagas. ","P"
"769925890763612161","@juanrallo Seguro que la palabra ""social"" aparece en numerosas ocasiones ","NONE"
"769912203919130624","Un vibrador que nos estudia...se adapta a nuestras necesidades. Lo mejor del #Verano este #juguete inteligente   https://t.co/VLgBuWnYX7","P"
"769763768792412160","El señor @Vondalv no quiere jugar duoq conmigo   ","N"
"769782206021632000","@CasanovasRichy  Buenos dias y feliz domingo  abrazo♡","P"
"769795043729272832","@lsanzo @velardedaoiz no le llames ""pobreza real"", que la liamos ","N"
"769834725997473793",". Con el Código ""Ninja"" 5℅ de descuento  en @SimpleDigitales  Fiables y económicos!!","NONE"
"769831806132772864","Vengo hasta Carabanchel para estudiar pero la biblioteca esta cerrada ","N"
"769830949156773888","Lo de quedarse sola en casa sonaba a planazo de domingo, hasta que me doy cuenta de que no hay dulces en casa ","N"
"769830814158819328","@RSF_1909 @Guas0406 Tercera vía. Me uno el club. Siempre sin acritud ","P"
"769818730511659008","@LiederabendCat Muchaas!! Y algunas muy bonitaas! Pero es verdad que se tiende a interpretar los 40 principales..   ","NEU"
"769808386519101440","Hoy queremos felicitar por su cumple a una de las mejores personas que hemos conocido gracia al #páde #RafaGuerrero  @PlanetaPadel  ","P"
"769822389538611200","@bernargimenez para nada, mi cuerpo se programa solo y no duermo más ","NEU"
"769822274933448704","@Chamartin4ever El campeón de esa técnica es íntimo amigo de Valdano ","NONE"
"772410757115944965","La figura de magearna se esta retrasando un poco  Es raro en ese vendedor  aunque normalmente le pido un pack grande ","N"
"772409576381644800","Qué bonito fue aquel mes en el que viví sola y nadie me hacia un interrogatorio cada vez que llegaba a casa ","N"
"772408982434709504","Dormir 2 horas, despertarte y ver la pantalla deñ móvil rajada ","N"
"772408946393047043","@MalaSangrePaTi Ahora @RadioCable, antes @CarneCrudaRadio... triste deriva en la parrila de @La_SER  #YoSoyBerlin","N"
"772408919746605056","Mira que cucada 😍😍😍😍😍😍😍😍😍 Le he puesto hasta el lacito k llevaba el de ash  https://t.co/4ZHEft8f0q","P"
"772544273296261121","@SMagMell ""Hijo, me comes bien? Te vemo mas delgado..."" Frases de madres... ","NONE"
"772543746361663488","@fernando_rueda aah Ok! Pues está genial porque no da sensación de estar encerrado ","P"
"772542718002298880","Buenas noches  ha sido un buen, aunque caluroso, fin de semana o/","P"
"772544684744925184","una Go-Pro de calidad! proteccion bajo el agua y soporte de cabeza    porq ago tantas caras...OK EN FIN!","P"
"772549660653355009","@NKHrapBLAQ bueno, yo voy por la mañana a madrid pero intentaré ir o si no nos vemos en la cola que fijo me pasaré ","NONE"
"772548606112960512","@EstrellaSinMich Pues no se pierde nada, salvo mamarrachadas demodé.  @dmoralejo","NEU"
"772548491499429888","@Alba_p_m por lo menos hoy he mirado dos albergues   mañana pago","NEU"
"772542003418726401","@ayeste8 ¡Muchas gracias! A día de hoy, veo que suficiente si nos salvamos, no damos para mucho.¡Suerte para vosotros también! ","P"
"772547740081524736","@manowl @lugaricano Pero es absurdo! Y más si argumentamos que muchos españoles se ven obligados a salir de España... ","N"
"772547177566593024","@GuerraCivilLeon Tremendo. Mañana a una hora de mayor actividad os meneo. ","P"
"772546568545337345","@theJesusRoman no me considero conservadora en ese sentido pero claro siempre hablo desde mi perspectiva y opinión personal ","NEU"
"772523605603323905","Os recordamos que tenemos una encuesta para premiar las mejores tiendas del país... visitad el enlace y votar  https://t.co/pezrdzWLa8","NONE"
"772552969271255040","@AdvyStyles Guitar ya sabes que hacer. El otro día estuve en llamada contigo por Green.  A ver si unas públicas, aún que sea malo... ","NEU"
"772552895803887616","@MenarguezGil ya mismo seguro! Un abrazo fuerte ","P"
"772552312573325312","@Onesecondft5D     Ya está preparando cosillas nuevas jeje","P"
"772552256336125952","@islatintero Es un gran artículo y muy útil. Como todo lo de la sección ","P"
"771426766300872704","@FrancisHD3 En Octubre haré cositas, un fuerte abrazo ","P"
"771426551627911172","quiero tomarme una tila pero me da miedo quedarme atontada mañana ","N"
"771426339647787008","Esta tocando Bolbora en mi pueblo y yo en la cama con 38 de fiebre ","N"
"771440595852288000","Harvey es tan bonito con las fans que mira me quiero matar, quiero verlo ","P"
"771440279668813824","@21LVA  el mejor jugador de España .que jugon   ","P"
"771439976160628736","@Ravel_18 estoy solo en casa  ah espera que esto solo funciona si eres tia","N"
"771439744446234625","@jpablobece  la tengo que retomar... qué tal la segunda temporada? a @crevillo le ha flipado pero q opinas tú? que Carlos no es de fiar ","NEU"
"771439227825455104","Y también dice caca solo que no me ha dado tiempo a grabarle ","N"
"771441410071560193","@KidrauhlSolotu Mira,así haces ejercicio JAJAJA ","P"
"771446306187440128","Mañana tengo que ir otra vez al médico y seguro que me vuelven a decir que no puedo beber alcohol ","N"
"771465068718481408","@Madeinmarsu No sé si está traducido, yo lo busqué hace tiempo y sólo lo encontré subtitulado ","N"
"771465060153688070","@javimooont @_VickyReyes Hecho, pero no está previsto a corto/medio plazo ","NONE"
"771464641780285445","@5555Selulopez @ideal_granada y quien va a pagar una multa de 3.000 euros? tan facil como ir al ayuntamiento y declararse insolvente ","N"
"771439080785711104","@XariTSocial Por lo visto se ha quedado solo en tormentas aisladas ","N"
"771438847104278528","Por cierto, @CarbonellJulia, este año estoy en el grupo 2 de Interpretación, así que no te veo tampoco en las dos horas esas ","N"
"771437334944485376","@isabelgordejo @CeliaFlores9 qué tendrá brozas.. jaajajaja que me descontrola, será la mala influencia ","N"
"771437181034491904","@Daraaacs pfff esque he llegado al 7 y se me ha hecho pesadisimo xd no me gusta ","N"
"771436170706313216","@Mery_Nasu nuestras mentes estan conectadas gracias a nuestro negativismo ","NEU"
"771436046420701184","@KraskanLOL a mi me dan un poquito de pena la verdad ... no van a ganar para psicologos ","N"
"770675440138776577","Gracias a toda la gente que dio RT a mi mensaje de buscar clan. He conseguido ser suplente adc en DragonsZGaminG,con ganas ","P"
"770674641530740736","Recuerdo a un podemita al final de una discusión q me dijo en F ""y si nos tienen que robar por lo menos que sean otros""  #MarcaEspaña ","N"
"770749708163772417","Me he puesto a pensar una cosa y me estoy despollando sola en la habitación. Que pena doy ","N"
"770749467092025344","@ponteaprueba Pablo de día y Paula de noche  Aquí me tenéis. Un verdadero placer chic@s!","P"
"770740280446291969","@b_urgell @protoeuskaldun ahora se me despierta la curiosidad de saber cuáles eran esos antiguos nombres... ","P"
"770740237941280768","@elOrdenMundial @luisalisferrer @BBCWorld ninguno obligatorio si tienes polla ","NONE"
"770751062257074178","@Disasterology9   -ojos preciosos SÚPER grandes -mayas extravagantes -me debes un póster  -muy agradable ","P"
"770746512309641216","pa kuando la siguiente temporada de Rick y Morty ","N"
"770746453262229504","pa kuando la siguiente temporada de Juego de Tronos ","N"
"770746150341189633","pa kuando la siguiente temporada de Orphan Black ","N"
"770742343741935616","@JuliaRguezzz7 yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja ","N"
"770748893499973632","@Xesus_Villa hoy me he gastado 90 euros en LEGOs, así que los maletines van regular ","N"
"770748820896489473","@beaamerinoo @Marttuty más bien una piedra pintada ","N"
"770747892785184768","@estuffaxd   -qué labios  -qué pelo  -pienso que nos llevaríamos  -bien","P"
"772425714196942848","@SosakuRunner incluso los hay que hacen series, farleks y otras absurdidades para sufrir más ENTRENANDO!!! ","N"
"772461065510715392","@Fanta_Esp @mangelrogel @CelopanYT me lo pase genial ","P"
"772428319706972160","@kairosphos Gracias  Nunca es tarde  Muy feliz tarde de domingo  Un abrazo.","P"
"772423981848727552","@sylviahaze_ yo por ejemplo lo único de maquillaje q tengo bueno es de Kat Von D pero entiendo que NYX es barato y que compren, es jodido ","N"
"772423177490276352","@DreamsOfAMinion mejor así, que solo un grupo selecto lo sepa ","P"
"772422657077805056","Me encanta cuando alguien viene a comer, y cuando empiezan a hablar de mis decisiones académicas y tengo que irme para no explotar ","N"
"772421566026113024","@A3Noticias @tv3cat Que despropósito, no invitar a @KRLS al G20 ¡¡ .. Estoy indignado¡¡ Tiene que ser 1 error¡¡ ","N"
"772453896472109056","Qué bueno volver a reencontrarnos aquí, que tantos recuerdos me has dado... #AvilaMedieval #Avilaconencanto #Escapadas ","P"
"772451038125252608","Entiendo que mi tarjeta gráfica se muera, lo que no entiendo es porque puedo ver algunos vídeos y otros no... ","N"
"772450051276759040","Como me cuida mi chico! Buena cenita  #Cena Brownie #Perfect… https://t.co/pAnrsx0umt","P"
"772455857254727680","@numarlolopez @Bonhamled2 las mismas y por idénticas razones que yo puedo tener ","NONE"
"772458982988447745","@rafa_penya @Xabibenputa Iba a decir ""cabeza de chorlito"", pero es especista ","NEU"
"772457888501604352","@felixcanadas No, solo hablamos de folklore sísmico, pero no de ese tema, jeje ","NONE"
"772461713962725376","@Multi_Apuesta 4 minutos... La única que hago, y va a ser rojo... ¿soy gafe? ","N"
"772437823685361665","Es que no había otra opción y necesitaba algo grasiento para curarme de la resaca ","N"
"772437168052637696","@ferozirizamas Me los pusieron hace bien poco en casa de un colega, le dan serio ","P"
"772436403900805120","@PaarkMin Disculpa, no estuvimos en Twitter  Si lo volvéis a hacer no dudéis en mencionarnos!","NONE"
"772435799988178944","@SrtaMusic @MlleGardevoir no tengo  La lejía seria un buen sustituto?","NONE"
"772435505350836224","@flipper no se si eso sigue vigente, a veces con menos me ha saltado ","NONE"
"772435295916658688","Que rápido pasa el tiempo solo se que cobro cada mes y ni me da tiempo a gastar ","N"
"772400193765597184","@Anitlunia @Sr_Benzal Al final el pavo se ha ido muy enfadado y la tía arrastrándose pidiendo que no lo hiciese... Me parece muy patético ","N"
"772397615501762560","@BTWD_band @notengodinero @sxrcxstrxphx cabrones que sabéis que soy pobre ","N"
"772396111092977664","@MixieGK3 Oh, nice nice, yo estoy viéndome por cuarta vez Kill Bill ","P"
"772504520291221504","@prensa14 @bezdiario Más una crónica que una opinión. Me esperaba lo segundo. Incluso te lo pido ","N"
"772504080287760385","Lo del CuriousCat parece interesante. Creo que me voy a hacer uno a ver que tal ","P"
"772503834363039744","#eljuegodemivida Rambo, mi primer juego de 48k en spectrum.... La Abadía del crimen otro potente   #mundoviejuno","P"
"772497616672321536","@AuroPGtez pero después de ducharme tampoco se queda así ","N"
"772494646098419712","@LionessCourage las etiquetas son necesarias. Lxs locxs molamos. Si no quieres etiquetas no molas  LOOOOCAAAA jajajajaj","NEU"
"772493963290873856","@tenistachanel quizás! Probaré eso que será más cuota  thanks!","NEU"
"772493962468814848","no quiero q troye se haga famoso  q luego empiezan todas las de mi ciudad a mojabraguear 😡","N"
"772499531363676160","Mañana vuelta de vacaciones, lunes, ola de calor 40°, si me queréis secuestrarme ","N"
"772501852118278144","@AlfonsoSeka nooooooo. Ya cocido. Huevos hay. Lo que no hay es ganas de ponerme malo ","N"
"772506690197553153","Sería tan bonito que la gente comentase mis historias y no sólo les diese like. ","N"
"772506009118072832","Las partidas en la beta de Battlefield 1 con amigos son lo mejor del mundo, las risas que me echo no son normales ","P"
"772077411575926784","@pescanpra jajaja ya sabes que las canciones hablan mucho de cosas ficticias ","NEU"
"772043139934785536","@lopeeez99 Después de todo lo que trabajo normal que duerma hasta las 12, ignorante ... ","N"
"772042621137084416","Me afeité hace dos días y no me puedo arrepentir más. Ahora aprece que tengo 5 años, y no me toman en serio ","N"
"772042482930556928","@XBustos Me cachis ! Ya se olvidan de la pantalla partida   Pero la verdad tiene buena pinta el juego","NEU"
"772042274150686720","@rosabhernando... Tia que va ella y @freethenacho de telonero! Y hoy cena TT Que maaal  (he escrito mal y el corrector a puesto nasal ","N"
"772028149056012289","@radiocable Siempre caen los mejores.  Suerte.","P"
"772079720821301249","@PesPrimicias Gran noticia, es algo de lo que me he quejado en mis vídeos, sobretodo las pérdidas frecuentes de balón de la defensa ","N"
"772057480545304576","@Zombiexbrain es asqueroso  y lo peor es que te quedas sin saber que hacer y acojonada","N"
"772057092568018944","@ChaendlerBean Agradecidos. Nos miras con buenos ojos  @IvanLibreros95","P"
"772082514127155201","Meses cogiendo peso y ahora bajo 5 kilos en una semana ","P"
"772081347032743936","@Anna_TB para mí no son feas  hay feas y bonitas    te salvas de arder en el infierno por hetero","NEU"
"772076047651266561","@FernandoJaso Yo la verdad que soy de mucho más lejos aún... Asturias... 😂 Pero ya coincidiremos!  💛","NEU"
"772075430220267521","Hohenheim - Me fui por tabaco y me convertí en una piedra filosofal. - ""Ed me llamó papá"" - Morí con una sonrisa.  https://t.co/GoJTourBFJ","NONE"
"772073514333536256","Muchas felicidades señor MOTROQUIIIIIIIIIII @motroco  Espero que pases un dia genial ","P"
"772073446150959104","@david_bonilla no poderme quedar el sábado al evento familiar de la @tarugoconf me jode, pero la familia me necesita en BCN ","N"
"772072462347563008","@26Aitor se habia puesto octavo pero en la última vuelta se ha puesto 4 ","P"
"772518244783689728","@mozzarellaplays @Chema_RR @fran_cordobaaaa @V1daldus_Orochi mira que lo intento, pero ni queriendo soy malo tio ","N"
"772515729686003712","@EstefaniaJoaq @DavidCacho  Las políticas del PP puede ser discutibles.  Pero estos políticos. Son de lo que no hay.   Quw gente.  ","N"
"772376382995300352","@falcaide muchas gracias, Francisco!! feliz día ","P"
